  1.953125000000000E-002        1024 X
 -4.177088065280937E-007 -4.908607304191618E-007  1.072444273063888E-006
 -8.997772610752780E-007  7.733060188436881E-008  8.238161634343068E-007
 -1.158418010435371E-006  6.699108848984284E-007  3.131787909703282E-007
 -1.097720857800002E-006  1.116289934750269E-006 -3.343570327762277E-007
 -7.109489507985208E-007  1.273493885110781E-006 -9.387658091161121E-007
 -8.060507720027121E-008  1.070800585867919E-006 -1.321402339040044E-006
  6.290699959125623E-007  5.359660301068912E-007 -1.350459547510981E-006
  1.217289159844186E-006 -2.050577407816309E-007 -9.844228735613030E-007
  1.503264536415160E-006 -9.556356073592992E-007 -2.971759546389032E-007
  1.374559674288915E-006 -1.495419846991964E-006  5.443583910869110E-007
  8.303627490385425E-007 -1.651101357506624E-006  1.306863518541164E-006
 -9.191198319489649E-009 -1.337098527855128E-006  1.763673835738181E-006
 -9.306212189013357E-007 -6.034167561880603E-007  1.749802188765313E-006
 -1.674436703402373E-006  3.851549592835114E-007  1.229768368740066E-006
 -2.010853428290960E-006  1.360258571583645E-006  2.968271839739488E-007
 -1.800277774603479E-006  2.051044805540062E-006 -8.205086084567406E-007
 -1.053787599447402E-006  2.232125152625977E-006 -1.825944463745376E-006
  6.713862798162370E-008  1.805027480256341E-006 -2.430678430175149E-006
  1.293388123604747E-006  8.467573531320802E-007 -2.447982960558794E-006
  2.294068852922755E-006 -4.214367582853135E-007 -1.853785019036476E-006
  2.823267727306359E-006 -1.665675307509658E-006 -8.500579594847726E-007
  2.821205478398449E-006 -2.578289945115566E-006  5.640536182140663E-008
  2.818709171131314E-006 -3.065373449645016E-006 -2.207332739757631E-006
  3.381202440270577E-006  5.564765528416976E-006 -3.251068009938479E-006
 -8.158324768452317E-006  8.403432962344451E-006  6.132961710131857E-006
 -9.598473962460516E-006  6.942580014543495E-006  8.749332062956266E-006
 -1.332337603316638E-005 -1.806492818530444E-006  1.135803481987473E-005
 -5.381970249133465E-008 -4.379516424827464E-006 -1.891805284798863E-006
  2.450879311378252E-006  1.244707202386977E-006 -3.957183477709334E-006
  3.669812881572566E-006  1.670186872619263E-006 -4.228358639963937E-006
  5.045829154292639E-006 -5.965926799478454E-007 -3.241733707123694E-006
  6.097889176712762E-006 -3.872999396369017E-006  1.614573482245785E-007
  7.386882468794228E-006 -8.823637106279134E-006  3.278780139567468E-006
  1.263597311786168E-005 -1.008079873600691E-005 -5.523967750566796E-006
  7.294353281871332E-006  5.661933089634264E-006 -4.822197411871599E-007
 -1.487458281775600E-005  4.000896858124108E-006  1.229934422009570E-005
 -1.294346870892632E-005  2.416621697248781E-005  2.511512282979929E-005
 -4.902992695090712E-005 -4.198993803823406E-006  5.998287018812173E-005
  1.325269404108469E-006 -1.933268266633464E-005  3.315795503902916E-006
 -7.621011371125696E-006  2.861831377065222E-006  6.607926618705526E-006
 -1.912595397468754E-006  3.550096273954654E-006 -4.958558476471342E-006
