  1.953125000000000E-002        1024 Y
 -4.412892223175995E-007 -1.948792160724068E-007  7.106359867076017E-007
 -7.292669136263221E-007  2.256770387998633E-007  4.588277333156738E-007
 -8.313157024285351E-007  6.158780068399658E-007  4.923444162034820E-008
 -6.974683365553552E-007  8.650263073220208E-007 -4.137451889139162E-007
 -3.516251965401665E-007  8.826118138213149E-007 -7.978581141648090E-007
  1.336470143941877E-007  6.462485564329206E-007 -9.877097228206824E-007
  6.257214294545078E-007  1.998986739808674E-007 -9.071301888646227E-007
  9.832255125456410E-007 -3.499625765550013E-007 -5.536666743721102E-007
  1.092142239011375E-006 -8.550148237828255E-007 -6.722737149724434E-009
  8.934958138801658E-007 -1.162907040752200E-006  6.024473453441287E-007
  4.167953483013265E-007 -1.170455437225042E-006  1.100098281867348E-006
 -2.281593563109561E-007 -8.394106376822907E-007  1.335564478280425E-006
 -8.792253670477148E-007 -2.347917469205925E-007  1.215058864699898E-006
 -1.350586154051887E-006  5.060033965809862E-007  7.422622555694859E-007
 -1.495450881821085E-006  1.180247896001627E-006  8.093910024631026E-009
 -1.238647114955421E-006  1.607116519543791E-006 -8.079567310520347E-007
 -6.213695604402609E-007  1.649799162858100E-006 -1.490749212512918E-006
  2.165367801964306E-007  1.262330214733475E-006 -1.863253423324809E-006
  1.083874735997252E-006  5.544698003937456E-007 -1.830954117701823E-006
  1.748112391443422E-006 -3.033027256966392E-007 -1.448106013924814E-006
  2.106525115092713E-006 -1.044969339674727E-006 -9.738171373486975E-007
  2.261107907210980E-006 -1.472106079834647E-006 -1.102389931600309E-006
  3.178578338697228E-006 -1.421240606163044E-006 -7.811291953151598E-006
  2.715097386255961E-006  1.400162924685965E-005 -6.835181239195185E-006
 -1.663363933408179E-005  1.329846241203022E-005  8.707096713244690E-006
 -1.529029507488558E-005  1.052526072159625E-005  1.486547962101971E-005
 -2.073417542873962E-005 -7.691658505956211E-006  2.009985066227073E-005
  3.644862142670898E-006 -1.224932908752293E-005 -2.442311242465145E-006
  5.670435750954280E-006 -2.242396031518628E-006 -4.303647843778217E-006
  5.347510840835563E-006 -6.969512789410443E-007 -3.819755290311152E-006
  5.658426496591259E-006 -2.605722151732335E-006 -2.351229602426439E-006
  5.517752240568836E-006 -6.269624367291726E-006  2.300322343164605E-006
  7.725791436437607E-006 -1.290733784106504E-005  5.017745235928402E-006
  1.895556944104091E-005 -1.312032183766735E-005 -1.490774095035612E-005
  1.133587418044385E-005  1.690380887448368E-005 -7.203305133646855E-006
 -2.735784833563648E-005  7.441345217409298E-006  1.087280798763113E-005
 -2.009779759100571E-005  4.457236430667085E-005  3.707277444042872E-005
 -8.738300028376697E-005 -1.683018546816575E-005  1.047071174364335E-004
  9.862497639947184E-006 -4.687734482058733E-005  5.220107251409725E-006
 -8.520261479808681E-006 -8.356969011725326E-006  1.666599646020444E-005
 -3.186288029456490E-006 -6.738399157934474E-006  6.399251071668689E-007
  3.506619541681246E-006  1.263322248262862E-005 -3.981075367968740E-006
 -1.186893259194696E-005  1.757645632891461E-006  6.929234370823631E-006
  1.174369976469681E-005 -5.897424286702339E-006 -1.548280403536716E-005
  8.300348064758476E-006 -4.664613162302206E-006 -1.943716600014904E-005
  1.695402000581986E-007  5.551072347218576E-006  2.047451226484881E-005
  1.250216165487436E-005 -2.685967087807741E-005 -9.870306332710375E-006
  7.056858520093687E-006  1.385915490733292E-005  3.730057312480372E-005
 -1.718684177660770E-005 -1.656612988065530E-005  5.834496029408418E-005
 -6.333570439655916E-005 -1.689295952124224E-004 -1.560538254043237E-005
  8.942530648897108E-005  4.688261710256898E-005 -3.707512976257147E-005
 -1.242035245130191E-004 -3.331721181762195E-005  1.034974774764854E-004
  4.230972504295441E-005  1.562040916999180E-006  3.676288973797890E-005
 -1.270322951449347E-007 -1.448245526064361E-006  1.715460391563612E-005
 -9.102704369060361E-006  6.862651547623969E-006  1.009415697734186E-005
