Period (s), SA (ms2)
3.66300E-02, 3.27771E-02
3.65854E-02, 3.27199E-02
3.65408E-02, 3.26633E-02
3.64964E-02, 3.26073E-02
3.64520E-02, 3.25519E-02
3.64078E-02, 3.24971E-02
3.63636E-02, 3.24430E-02
3.63196E-02, 3.23896E-02
3.62757E-02, 3.23368E-02
3.62319E-02, 3.22848E-02
3.61882E-02, 3.22335E-02
3.61446E-02, 3.21829E-02
3.61011E-02, 3.21330E-02
3.60577E-02, 3.20837E-02
3.60144E-02, 3.20352E-02
3.59712E-02, 3.19874E-02
3.59281E-02, 3.19402E-02
3.58852E-02, 3.18937E-02
3.58423E-02, 3.18477E-02
3.57995E-02, 3.18024E-02
3.57569E-02, 3.17576E-02
3.57143E-02, 3.17133E-02
3.56718E-02, 3.16696E-02
3.56295E-02, 3.16263E-02
3.55872E-02, 3.15835E-02
3.55450E-02, 3.15411E-02
3.55030E-02, 3.14991E-02
3.54610E-02, 3.14574E-02
3.54191E-02, 3.14161E-02
3.53774E-02, 3.13752E-02
3.53357E-02, 3.13345E-02
3.52941E-02, 3.12941E-02
3.52526E-02, 3.12540E-02
3.52113E-02, 3.12142E-02
3.51700E-02, 3.11746E-02
3.51288E-02, 3.11353E-02
3.50877E-02, 3.10962E-02
3.50467E-02, 3.10574E-02
3.50058E-02, 3.10188E-02
3.49650E-02, 3.09805E-02
3.49243E-02, 3.09424E-02
3.48837E-02, 3.09046E-02
3.48432E-02, 3.08671E-02
3.48028E-02, 3.08299E-02
3.47625E-02, 3.07930E-02
3.47222E-02, 3.07564E-02
3.46821E-02, 3.07201E-02
3.46420E-02, 3.06842E-02
3.46021E-02, 3.06486E-02
3.45622E-02, 3.06134E-02
3.45224E-02, 3.05786E-02
3.44828E-02, 3.05442E-02
3.44432E-02, 3.05101E-02
3.44037E-02, 3.04765E-02
3.43643E-02, 3.04433E-02
3.43249E-02, 3.04105E-02
3.42857E-02, 3.03782E-02
3.42466E-02, 3.03463E-02
3.42075E-02, 3.03149E-02
3.41686E-02, 3.02839E-02
3.41297E-02, 3.02533E-02
3.40909E-02, 3.02232E-02
3.40522E-02, 3.01936E-02
3.40136E-02, 3.01644E-02
3.39751E-02, 3.01356E-02
3.39367E-02, 3.01073E-02
3.38983E-02, 3.00794E-02
3.38600E-02, 3.00519E-02
3.38219E-02, 3.00249E-02
3.37838E-02, 2.99982E-02
3.37458E-02, 2.99720E-02
3.37079E-02, 2.99462E-02
3.36700E-02, 2.99207E-02
3.36323E-02, 2.98956E-02
3.35946E-02, 2.98708E-02
3.35570E-02, 2.98464E-02
3.35196E-02, 2.98223E-02
3.34821E-02, 2.97986E-02
3.34448E-02, 2.97751E-02
3.34076E-02, 2.97520E-02
3.33704E-02, 2.97291E-02
3.33333E-02, 2.97065E-02
3.32963E-02, 2.96841E-02
3.32594E-02, 2.96620E-02
3.32226E-02, 2.96401E-02
3.31858E-02, 2.96184E-02
3.31492E-02, 2.95970E-02
3.31126E-02, 2.95757E-02
3.30761E-02, 2.95546E-02
3.30396E-02, 2.95337E-02
3.30033E-02, 2.95129E-02
3.29670E-02, 2.94924E-02
3.29308E-02, 2.94719E-02
3.28947E-02, 2.94516E-02
3.28587E-02, 2.94314E-02
3.28228E-02, 2.94114E-02
3.27869E-02, 2.93915E-02
3.27511E-02, 2.93717E-02
3.27154E-02, 2.93520E-02
3.26797E-02, 2.93324E-02
3.26442E-02, 2.93130E-02
3.26087E-02, 2.92937E-02
3.25733E-02, 2.92744E-02
3.25380E-02, 2.92553E-02
3.25027E-02, 2.92363E-02
3.24675E-02, 2.92174E-02
3.24324E-02, 2.91987E-02
3.23974E-02, 2.91800E-02
3.23625E-02, 2.91615E-02
3.23276E-02, 2.91432E-02
3.22928E-02, 2.91249E-02
3.22581E-02, 2.91068E-02
3.22234E-02, 2.90889E-02
3.21888E-02, 2.90711E-02
3.21543E-02, 2.90535E-02
3.21199E-02, 2.90360E-02
3.20856E-02, 2.90188E-02
3.20513E-02, 2.90017E-02
3.20171E-02, 2.89848E-02
3.19829E-02, 2.89681E-02
3.19489E-02, 2.89516E-02
3.19149E-02, 2.89353E-02
3.18810E-02, 2.89192E-02
3.18471E-02, 2.89034E-02
3.18134E-02, 2.88878E-02
3.17797E-02, 2.88723E-02
3.17460E-02, 2.88571E-02
3.17125E-02, 2.88422E-02
3.16790E-02, 2.88274E-02
3.16456E-02, 2.88128E-02
3.16122E-02, 2.87985E-02
3.15789E-02, 2.87844E-02
3.15457E-02, 2.87704E-02
3.15126E-02, 2.87567E-02
3.14795E-02, 2.87432E-02
3.14465E-02, 2.87298E-02
3.14136E-02, 2.87165E-02
3.13808E-02, 2.87035E-02
3.13480E-02, 2.86906E-02
3.13152E-02, 2.86778E-02
3.12826E-02, 2.86651E-02
3.12500E-02, 2.86525E-02
3.12175E-02, 2.86400E-02
3.11850E-02, 2.86276E-02
3.11526E-02, 2.86152E-02
3.11203E-02, 2.86029E-02
3.10881E-02, 2.85906E-02
3.10559E-02, 2.85783E-02
3.10238E-02, 2.85661E-02
3.09917E-02, 2.85538E-02
3.09598E-02, 2.85415E-02
3.09278E-02, 2.85292E-02
3.08960E-02, 2.85168E-02
3.08642E-02, 2.85044E-02
3.08325E-02, 2.84919E-02
3.08008E-02, 2.84793E-02
3.07692E-02, 2.84667E-02
3.07377E-02, 2.84539E-02
3.07062E-02, 2.84411E-02
3.06748E-02, 2.84281E-02
3.06435E-02, 2.84151E-02
3.06122E-02, 2.84019E-02
3.05810E-02, 2.83886E-02
3.05499E-02, 2.83752E-02
3.05188E-02, 2.83617E-02
3.04878E-02, 2.83480E-02
3.04569E-02, 2.83342E-02
3.04260E-02, 2.83202E-02
3.03951E-02, 2.83061E-02
3.03644E-02, 2.82919E-02
3.03337E-02, 2.82775E-02
3.03030E-02, 2.82630E-02
3.02725E-02, 2.82483E-02
3.02419E-02, 2.82335E-02
3.02115E-02, 2.82186E-02
3.01811E-02, 2.82035E-02
3.01508E-02, 2.81882E-02
3.01205E-02, 2.81728E-02
3.00903E-02, 2.81572E-02
3.00601E-02, 2.81415E-02
3.00300E-02, 2.81256E-02
3.00000E-02, 2.81096E-02
2.99700E-02, 2.80934E-02
2.99401E-02, 2.80771E-02
2.99103E-02, 2.80606E-02
2.98805E-02, 2.80440E-02
2.98507E-02, 2.80272E-02
2.98211E-02, 2.80103E-02
2.97915E-02, 2.79932E-02
2.97619E-02, 2.79760E-02
2.97324E-02, 2.79586E-02
2.97030E-02, 2.79411E-02
2.96736E-02, 2.79235E-02
2.96443E-02, 2.79057E-02
2.96150E-02, 2.78878E-02
2.95858E-02, 2.78698E-02
2.95567E-02, 2.78516E-02
2.95276E-02, 2.78334E-02
2.94985E-02, 2.78150E-02
2.94695E-02, 2.77965E-02
2.94406E-02, 2.77780E-02
2.94118E-02, 2.77593E-02
2.93830E-02, 2.77406E-02
2.93542E-02, 2.77218E-02
2.93255E-02, 2.77029E-02
2.92969E-02, 2.76840E-02
2.92683E-02, 2.76650E-02
2.92398E-02, 2.76460E-02
2.92113E-02, 2.76270E-02
2.91829E-02, 2.76079E-02
2.91545E-02, 2.75889E-02
2.91262E-02, 2.75698E-02
2.90980E-02, 2.75508E-02
2.90698E-02, 2.75318E-02
2.90416E-02, 2.75128E-02
2.90135E-02, 2.74939E-02
2.89855E-02, 2.74750E-02
2.89575E-02, 2.74562E-02
2.89296E-02, 2.74374E-02
2.89017E-02, 2.74188E-02
2.88739E-02, 2.74002E-02
2.88462E-02, 2.73817E-02
2.88184E-02, 2.73633E-02
2.87908E-02, 2.73451E-02
2.87632E-02, 2.73270E-02
2.87356E-02, 2.73090E-02
2.87081E-02, 2.72911E-02
2.86807E-02, 2.72734E-02
2.86533E-02, 2.72558E-02
2.86260E-02, 2.72383E-02
2.85987E-02, 2.72211E-02
2.85714E-02, 2.72040E-02
2.85442E-02, 2.71870E-02
2.85171E-02, 2.71702E-02
2.84900E-02, 2.71536E-02
2.84630E-02, 2.71371E-02
2.84360E-02, 2.71209E-02
2.84091E-02, 2.71048E-02
2.83822E-02, 2.70888E-02
2.83554E-02, 2.70731E-02
2.83286E-02, 2.70575E-02
2.83019E-02, 2.70421E-02
2.82752E-02, 2.70269E-02
2.82486E-02, 2.70118E-02
2.82220E-02, 2.69970E-02
2.81955E-02, 2.69823E-02
2.81690E-02, 2.69677E-02
2.81426E-02, 2.69534E-02
2.81162E-02, 2.69392E-02
2.80899E-02, 2.69252E-02
2.80636E-02, 2.69113E-02
2.80374E-02, 2.68976E-02
2.80112E-02, 2.68840E-02
2.79851E-02, 2.68707E-02
2.79590E-02, 2.68574E-02
2.79330E-02, 2.68444E-02
2.79070E-02, 2.68314E-02
2.78810E-02, 2.68187E-02
2.78552E-02, 2.68060E-02
2.78293E-02, 2.67935E-02
2.78035E-02, 2.67812E-02
2.77778E-02, 2.67690E-02
2.77521E-02, 2.67569E-02
2.77264E-02, 2.67449E-02
2.77008E-02, 2.67331E-02
2.76753E-02, 2.67214E-02
2.76498E-02, 2.67099E-02
2.76243E-02, 2.66984E-02
2.75989E-02, 2.66871E-02
2.75735E-02, 2.66759E-02
2.75482E-02, 2.66648E-02
2.75229E-02, 2.66539E-02
2.74977E-02, 2.66430E-02
2.74725E-02, 2.66322E-02
2.74474E-02, 2.66216E-02
2.74223E-02, 2.66111E-02
2.73973E-02, 2.66007E-02
2.73723E-02, 2.65903E-02
2.73473E-02, 2.65801E-02
2.73224E-02, 2.65700E-02
2.72975E-02, 2.65600E-02
2.72727E-02, 2.65501E-02
2.72480E-02, 2.65403E-02
2.72232E-02, 2.65306E-02
2.71985E-02, 2.65211E-02
2.71739E-02, 2.65116E-02
2.71493E-02, 2.65022E-02
2.71248E-02, 2.64929E-02
2.71003E-02, 2.64837E-02
2.70758E-02, 2.64746E-02
2.70514E-02, 2.64656E-02
2.70270E-02, 2.64567E-02
2.70027E-02, 2.64479E-02
2.69784E-02, 2.64392E-02
2.69542E-02, 2.64306E-02
2.69300E-02, 2.64222E-02
2.69058E-02, 2.64137E-02
2.68817E-02, 2.64054E-02
2.68577E-02, 2.63972E-02
2.68336E-02, 2.63891E-02
2.68097E-02, 2.63811E-02
2.67857E-02, 2.63732E-02
2.67618E-02, 2.63653E-02
2.67380E-02, 2.63575E-02
2.67142E-02, 2.63499E-02
2.66904E-02, 2.63423E-02
2.66667E-02, 2.63348E-02
2.66430E-02, 2.63273E-02
2.66193E-02, 2.63200E-02
2.65957E-02, 2.63127E-02
2.65722E-02, 2.63055E-02
2.65487E-02, 2.62983E-02
2.65252E-02, 2.62913E-02
2.65018E-02, 2.62843E-02
2.64784E-02, 2.62773E-02
2.64550E-02, 2.62704E-02
2.64317E-02, 2.62636E-02
2.64085E-02, 2.62568E-02
2.63852E-02, 2.62500E-02
2.63620E-02, 2.62434E-02
2.63389E-02, 2.62367E-02
2.63158E-02, 2.62301E-02
2.62927E-02, 2.62235E-02
2.62697E-02, 2.62170E-02
2.62467E-02, 2.62105E-02
2.62238E-02, 2.62040E-02
2.62009E-02, 2.61976E-02
2.61780E-02, 2.61912E-02
2.61552E-02, 2.61848E-02
2.61324E-02, 2.61785E-02
2.61097E-02, 2.61722E-02
2.60870E-02, 2.61658E-02
2.60643E-02, 2.61596E-02
2.60417E-02, 2.61533E-02
2.60191E-02, 2.61471E-02
2.59965E-02, 2.61408E-02
2.59740E-02, 2.61346E-02
2.59516E-02, 2.61285E-02
2.59291E-02, 2.61223E-02
2.59067E-02, 2.61162E-02
2.58844E-02, 2.61101E-02
2.58621E-02, 2.61040E-02
2.58398E-02, 2.60979E-02
2.58176E-02, 2.60919E-02
2.57954E-02, 2.60859E-02
2.57732E-02, 2.60799E-02
2.57511E-02, 2.60740E-02
2.57290E-02, 2.60681E-02
2.57069E-02, 2.60622E-02
2.56849E-02, 2.60564E-02
2.56630E-02, 2.60506E-02
2.56410E-02, 2.60449E-02
2.56191E-02, 2.60392E-02
2.55973E-02, 2.60335E-02
2.55754E-02, 2.60279E-02
2.55537E-02, 2.60223E-02
2.55319E-02, 2.60168E-02
2.55102E-02, 2.60114E-02
2.54885E-02, 2.60060E-02
2.54669E-02, 2.60007E-02
2.54453E-02, 2.59954E-02
2.54237E-02, 2.59902E-02
2.54022E-02, 2.59850E-02
2.53807E-02, 2.59799E-02
2.53593E-02, 2.59749E-02
2.53378E-02, 2.59699E-02
2.53165E-02, 2.59650E-02
2.52951E-02, 2.59602E-02
2.52738E-02, 2.59554E-02
2.52525E-02, 2.59507E-02
2.52313E-02, 2.59460E-02
2.52101E-02, 2.59415E-02
2.51889E-02, 2.59370E-02
2.51678E-02, 2.59325E-02
2.51467E-02, 2.59281E-02
2.51256E-02, 2.59238E-02
2.51046E-02, 2.59195E-02
2.50836E-02, 2.59153E-02
2.50627E-02, 2.59112E-02
2.50417E-02, 2.59071E-02
2.50209E-02, 2.59030E-02
2.50000E-02, 2.58990E-02
2.49792E-02, 2.58951E-02
2.49584E-02, 2.58912E-02
2.49377E-02, 2.58874E-02
2.49169E-02, 2.58836E-02
2.48963E-02, 2.58798E-02
2.48756E-02, 2.58761E-02
2.48550E-02, 2.58724E-02
2.48344E-02, 2.58688E-02
2.48139E-02, 2.58652E-02
2.47934E-02, 2.58616E-02
2.47729E-02, 2.58581E-02
2.47525E-02, 2.58545E-02
2.47321E-02, 2.58510E-02
2.47117E-02, 2.58476E-02
2.46914E-02, 2.58441E-02
2.46711E-02, 2.58407E-02
2.46508E-02, 2.58373E-02
2.46305E-02, 2.58339E-02
2.46103E-02, 2.58305E-02
2.45902E-02, 2.58272E-02
2.45700E-02, 2.58238E-02
2.45499E-02, 2.58205E-02
2.45298E-02, 2.58172E-02
2.45098E-02, 2.58139E-02
2.44898E-02, 2.58106E-02
2.44698E-02, 2.58074E-02
2.44499E-02, 2.58041E-02
2.44300E-02, 2.58009E-02
2.44101E-02, 2.57976E-02
2.43902E-02, 2.57944E-02
2.43704E-02, 2.57912E-02
2.43506E-02, 2.57881E-02
2.43309E-02, 2.57849E-02
2.43112E-02, 2.57817E-02
2.42915E-02, 2.57786E-02
2.42718E-02, 2.57755E-02
2.42522E-02, 2.57724E-02
2.42326E-02, 2.57694E-02
2.42131E-02, 2.57663E-02
2.41935E-02, 2.57633E-02
2.41741E-02, 2.57603E-02
2.41546E-02, 2.57574E-02
2.41352E-02, 2.57544E-02
2.41158E-02, 2.57515E-02
2.40964E-02, 2.57487E-02
2.40770E-02, 2.57458E-02
2.40577E-02, 2.57430E-02
2.40385E-02, 2.57402E-02
2.40192E-02, 2.57375E-02
2.40000E-02, 2.57348E-02
2.39808E-02, 2.57321E-02
2.39617E-02, 2.57295E-02
2.39425E-02, 2.57269E-02
2.39234E-02, 2.57244E-02
2.39044E-02, 2.57219E-02
2.38854E-02, 2.57194E-02
2.38663E-02, 2.57170E-02
2.38474E-02, 2.57146E-02
2.38284E-02, 2.57123E-02
2.38095E-02, 2.57100E-02
2.37906E-02, 2.57077E-02
2.37718E-02, 2.57054E-02
2.37530E-02, 2.57033E-02
2.37342E-02, 2.57011E-02
2.37154E-02, 2.56990E-02
2.36967E-02, 2.56969E-02
2.36780E-02, 2.56948E-02
2.36593E-02, 2.56928E-02
2.36407E-02, 2.56908E-02
2.36220E-02, 2.56888E-02
2.36035E-02, 2.56868E-02
2.35849E-02, 2.56849E-02
2.35664E-02, 2.56830E-02
2.35479E-02, 2.56811E-02
2.35294E-02, 2.56792E-02
2.35110E-02, 2.56773E-02
2.34926E-02, 2.56754E-02
2.34742E-02, 2.56735E-02
2.34558E-02, 2.56717E-02
2.34375E-02, 2.56698E-02
2.34192E-02, 2.56679E-02
2.34009E-02, 2.56660E-02
2.33827E-02, 2.56641E-02
2.33645E-02, 2.56621E-02
2.33463E-02, 2.56602E-02
2.33281E-02, 2.56582E-02
2.33100E-02, 2.56562E-02
2.32919E-02, 2.56541E-02
2.32739E-02, 2.56520E-02
2.32558E-02, 2.56499E-02
2.32378E-02, 2.56477E-02
2.32198E-02, 2.56455E-02
2.32019E-02, 2.56432E-02
2.31839E-02, 2.56409E-02
2.31660E-02, 2.56385E-02
2.31481E-02, 2.56360E-02
2.31303E-02, 2.56335E-02
2.31125E-02, 2.56309E-02
2.30947E-02, 2.56283E-02
2.30769E-02, 2.56256E-02
2.30592E-02, 2.56228E-02
2.30415E-02, 2.56199E-02
2.30238E-02, 2.56170E-02
2.30061E-02, 2.56139E-02
2.29885E-02, 2.56108E-02
2.29709E-02, 2.56076E-02
2.29533E-02, 2.56043E-02
2.29358E-02, 2.56010E-02
2.29183E-02, 2.55975E-02
2.29008E-02, 2.55940E-02
2.28833E-02, 2.55904E-02
2.28659E-02, 2.55867E-02
2.28484E-02, 2.55829E-02
2.28311E-02, 2.55791E-02
2.28137E-02, 2.55751E-02
2.27964E-02, 2.55711E-02
2.27790E-02, 2.55670E-02
2.27618E-02, 2.55628E-02
2.27445E-02, 2.55586E-02
2.27273E-02, 2.55542E-02
2.27101E-02, 2.55498E-02
2.26929E-02, 2.55453E-02
2.26757E-02, 2.55408E-02
2.26586E-02, 2.55361E-02
2.26415E-02, 2.55314E-02
2.26244E-02, 2.55267E-02
2.26074E-02, 2.55219E-02
2.25904E-02, 2.55170E-02
2.25734E-02, 2.55121E-02
2.25564E-02, 2.55071E-02
2.25394E-02, 2.55020E-02
2.25225E-02, 2.54969E-02
2.25056E-02, 2.54918E-02
2.24888E-02, 2.54866E-02
2.24719E-02, 2.54814E-02
2.24551E-02, 2.54761E-02
2.24383E-02, 2.54708E-02
2.24215E-02, 2.54655E-02
2.24048E-02, 2.54602E-02
2.23881E-02, 2.54548E-02
2.23714E-02, 2.54494E-02
2.23547E-02, 2.54439E-02
2.23380E-02, 2.54385E-02
2.23214E-02, 2.54330E-02
2.23048E-02, 2.54275E-02
2.22883E-02, 2.54220E-02
2.22717E-02, 2.54165E-02
2.22552E-02, 2.54110E-02
2.22387E-02, 2.54054E-02
2.22222E-02, 2.53999E-02
2.22058E-02, 2.53944E-02
2.21893E-02, 2.53888E-02
2.21729E-02, 2.53833E-02
2.21566E-02, 2.53778E-02
2.21402E-02, 2.53723E-02
2.21239E-02, 2.53668E-02
2.21076E-02, 2.53613E-02
2.20913E-02, 2.53558E-02
2.20751E-02, 2.53503E-02
2.20588E-02, 2.53449E-02
2.20426E-02, 2.53394E-02
2.20264E-02, 2.53340E-02
2.20103E-02, 2.53286E-02
2.19941E-02, 2.53233E-02
2.19780E-02, 2.53179E-02
2.19619E-02, 2.53126E-02
2.19459E-02, 2.53073E-02
2.19298E-02, 2.53020E-02
2.19138E-02, 2.52968E-02
2.18978E-02, 2.52916E-02
2.18818E-02, 2.52864E-02
2.18659E-02, 2.52813E-02
2.18500E-02, 2.52762E-02
2.18341E-02, 2.52711E-02
2.18182E-02, 2.52661E-02
2.18023E-02, 2.52611E-02
2.17865E-02, 2.52562E-02
2.17707E-02, 2.52513E-02
2.17549E-02, 2.52464E-02
2.17391E-02, 2.52416E-02
2.17234E-02, 2.52368E-02
2.17077E-02, 2.52320E-02
2.16920E-02, 2.52273E-02
2.16763E-02, 2.52227E-02
2.16606E-02, 2.52181E-02
2.16450E-02, 2.52135E-02
2.16294E-02, 2.52090E-02
2.16138E-02, 2.52045E-02
2.15983E-02, 2.52001E-02
2.15827E-02, 2.51957E-02
2.15672E-02, 2.51914E-02
2.15517E-02, 2.51871E-02
2.15363E-02, 2.51829E-02
2.15208E-02, 2.51787E-02
2.15054E-02, 2.51746E-02
2.14900E-02, 2.51706E-02
2.14746E-02, 2.51665E-02
2.14592E-02, 2.51626E-02
2.14439E-02, 2.51587E-02
2.14286E-02, 2.51548E-02
2.14133E-02, 2.51510E-02
2.13980E-02, 2.51472E-02
2.13828E-02, 2.51435E-02
2.13675E-02, 2.51399E-02
2.13523E-02, 2.51363E-02
2.13371E-02, 2.51327E-02
2.13220E-02, 2.51292E-02
2.13068E-02, 2.51258E-02
2.12917E-02, 2.51224E-02
2.12766E-02, 2.51191E-02
2.12615E-02, 2.51158E-02
2.12465E-02, 2.51125E-02
2.12314E-02, 2.51094E-02
2.12164E-02, 2.51062E-02
2.12014E-02, 2.51031E-02
2.11864E-02, 2.51001E-02
2.11715E-02, 2.50971E-02
2.11566E-02, 2.50942E-02
2.11416E-02, 2.50913E-02
2.11268E-02, 2.50885E-02
2.11119E-02, 2.50857E-02
2.10970E-02, 2.50829E-02
2.10822E-02, 2.50802E-02
2.10674E-02, 2.50776E-02
2.10526E-02, 2.50749E-02
2.10379E-02, 2.50724E-02
2.10231E-02, 2.50698E-02
2.10084E-02, 2.50673E-02
2.09937E-02, 2.50649E-02
2.09790E-02, 2.50625E-02
2.09644E-02, 2.50601E-02
2.09497E-02, 2.50577E-02
2.09351E-02, 2.50554E-02
2.09205E-02, 2.50531E-02
2.09059E-02, 2.50509E-02
2.08914E-02, 2.50487E-02
2.08768E-02, 2.50465E-02
2.08623E-02, 2.50443E-02
2.08478E-02, 2.50422E-02
2.08333E-02, 2.50400E-02
2.08189E-02, 2.50379E-02
2.08044E-02, 2.50359E-02
2.07900E-02, 2.50338E-02
2.07756E-02, 2.50318E-02
2.07612E-02, 2.50297E-02
2.07469E-02, 2.50277E-02
2.07326E-02, 2.50257E-02
2.07182E-02, 2.50237E-02
2.07039E-02, 2.50217E-02
2.06897E-02, 2.50198E-02
2.06754E-02, 2.50178E-02
2.06612E-02, 2.50159E-02
2.06469E-02, 2.50139E-02
2.06327E-02, 2.50119E-02
2.06186E-02, 2.50100E-02
2.06044E-02, 2.50080E-02
2.05903E-02, 2.50061E-02
2.05761E-02, 2.50041E-02
2.05620E-02, 2.50022E-02
2.05479E-02, 2.50002E-02
2.05339E-02, 2.49982E-02
2.05198E-02, 2.49962E-02
2.05058E-02, 2.49942E-02
2.04918E-02, 2.49922E-02
2.04778E-02, 2.49902E-02
2.04638E-02, 2.49882E-02
2.04499E-02, 2.49862E-02
2.04360E-02, 2.49841E-02
2.04221E-02, 2.49821E-02
2.04082E-02, 2.49800E-02
2.03943E-02, 2.49779E-02
2.03804E-02, 2.49758E-02
2.03666E-02, 2.49737E-02
2.03528E-02, 2.49715E-02
2.03390E-02, 2.49694E-02
2.03252E-02, 2.49672E-02
2.03114E-02, 2.49650E-02
2.02977E-02, 2.49628E-02
2.02840E-02, 2.49606E-02
2.02703E-02, 2.49583E-02
2.02566E-02, 2.49561E-02
2.02429E-02, 2.49538E-02
2.02293E-02, 2.49515E-02
2.02156E-02, 2.49493E-02
2.02020E-02, 2.49469E-02
2.01884E-02, 2.49446E-02
2.01748E-02, 2.49423E-02
2.01613E-02, 2.49399E-02
2.01478E-02, 2.49376E-02
2.01342E-02, 2.49352E-02
2.01207E-02, 2.49328E-02
2.01072E-02, 2.49304E-02
2.00938E-02, 2.49281E-02
2.00803E-02, 2.49257E-02
2.00669E-02, 2.49232E-02
2.00535E-02, 2.49208E-02
2.00401E-02, 2.49184E-02
2.00267E-02, 2.49160E-02
2.00133E-02, 2.49136E-02
2.00000E-02, 2.49112E-02
1.99867E-02, 2.49087E-02
1.99734E-02, 2.49063E-02
1.99601E-02, 2.49039E-02
1.99468E-02, 2.49015E-02
1.99336E-02, 2.48991E-02
1.99203E-02, 2.48967E-02
1.99071E-02, 2.48943E-02
1.98939E-02, 2.48919E-02
1.98807E-02, 2.48895E-02
1.98675E-02, 2.48871E-02
1.98544E-02, 2.48848E-02
1.98413E-02, 2.48824E-02
1.98282E-02, 2.48801E-02
1.98151E-02, 2.48777E-02
1.98020E-02, 2.48754E-02
1.97889E-02, 2.48731E-02
1.97759E-02, 2.48708E-02
1.97628E-02, 2.48686E-02
1.97498E-02, 2.48663E-02
1.97368E-02, 2.48641E-02
1.97239E-02, 2.48618E-02
1.97109E-02, 2.48596E-02
1.96980E-02, 2.48574E-02
1.96850E-02, 2.48552E-02
1.96721E-02, 2.48530E-02
1.96592E-02, 2.48509E-02
1.96464E-02, 2.48487E-02
1.96335E-02, 2.48466E-02
1.96207E-02, 2.48445E-02
1.96078E-02, 2.48424E-02
1.95950E-02, 2.48403E-02
1.95822E-02, 2.48382E-02
1.95695E-02, 2.48361E-02
1.95567E-02, 2.48341E-02
1.95440E-02, 2.48320E-02
1.95312E-02, 2.48300E-02
1.95185E-02, 2.48280E-02
1.95059E-02, 2.48259E-02
1.94932E-02, 2.48239E-02
1.94805E-02, 2.48219E-02
1.94679E-02, 2.48199E-02
1.94553E-02, 2.48179E-02
1.94426E-02, 2.48159E-02
1.94301E-02, 2.48139E-02
1.94175E-02, 2.48119E-02
1.94049E-02, 2.48099E-02
1.93924E-02, 2.48078E-02
1.93798E-02, 2.48058E-02
1.93673E-02, 2.48038E-02
1.93548E-02, 2.48017E-02
1.93424E-02, 2.47997E-02
1.93299E-02, 2.47976E-02
1.93175E-02, 2.47956E-02
1.93050E-02, 2.47935E-02
1.92926E-02, 2.47914E-02
1.92802E-02, 2.47893E-02
1.92678E-02, 2.47871E-02
1.92555E-02, 2.47850E-02
1.92431E-02, 2.47828E-02
1.92308E-02, 2.47806E-02
1.92184E-02, 2.47784E-02
1.92061E-02, 2.47762E-02
1.91939E-02, 2.47739E-02
1.91816E-02, 2.47716E-02
1.91693E-02, 2.47693E-02
1.91571E-02, 2.47669E-02
1.91449E-02, 2.47646E-02
1.91327E-02, 2.47622E-02
1.91205E-02, 2.47598E-02
1.91083E-02, 2.47573E-02
1.90961E-02, 2.47548E-02
1.90840E-02, 2.47523E-02
1.90718E-02, 2.47498E-02
1.90597E-02, 2.47472E-02
1.90476E-02, 2.47446E-02
1.90355E-02, 2.47420E-02
1.90235E-02, 2.47393E-02
1.90114E-02, 2.47366E-02
1.89994E-02, 2.47339E-02
1.89873E-02, 2.47312E-02
1.89753E-02, 2.47284E-02
1.89633E-02, 2.47256E-02
1.89514E-02, 2.47228E-02
1.89394E-02, 2.47200E-02
1.89274E-02, 2.47171E-02
1.89155E-02, 2.47142E-02
1.89036E-02, 2.47113E-02
1.88917E-02, 2.47083E-02
1.88798E-02, 2.47054E-02
1.88679E-02, 2.47024E-02
1.88561E-02, 2.46994E-02
1.88442E-02, 2.46964E-02
1.88324E-02, 2.46934E-02
1.88206E-02, 2.46903E-02
1.88088E-02, 2.46872E-02
1.87970E-02, 2.46841E-02
1.87852E-02, 2.46810E-02
1.87735E-02, 2.46779E-02
1.87617E-02, 2.46748E-02
1.87500E-02, 2.46717E-02
1.87383E-02, 2.46686E-02
1.87266E-02, 2.46654E-02
1.87149E-02, 2.46622E-02
1.87032E-02, 2.46591E-02
1.86916E-02, 2.46559E-02
1.86800E-02, 2.46528E-02
1.86683E-02, 2.46496E-02
1.86567E-02, 2.46464E-02
1.86451E-02, 2.46432E-02
1.86335E-02, 2.46400E-02
1.86220E-02, 2.46369E-02
1.86104E-02, 2.46337E-02
1.85989E-02, 2.46305E-02
1.85874E-02, 2.46273E-02
1.85759E-02, 2.46242E-02
1.85644E-02, 2.46210E-02
1.85529E-02, 2.46179E-02
1.85414E-02, 2.46147E-02
1.85300E-02, 2.46116E-02
1.85185E-02, 2.46084E-02
1.85071E-02, 2.46053E-02
1.84957E-02, 2.46022E-02
1.84843E-02, 2.45990E-02
1.84729E-02, 2.45959E-02
1.84615E-02, 2.45928E-02
1.84502E-02, 2.45898E-02
1.84388E-02, 2.45867E-02
1.84275E-02, 2.45836E-02
1.84162E-02, 2.45806E-02
1.84049E-02, 2.45775E-02
1.83936E-02, 2.45745E-02
1.83824E-02, 2.45715E-02
1.83711E-02, 2.45685E-02
1.83599E-02, 2.45655E-02
1.83486E-02, 2.45625E-02
1.83374E-02, 2.45596E-02
1.83262E-02, 2.45566E-02
1.83150E-02, 2.45537E-02
1.83038E-02, 2.45508E-02
1.82927E-02, 2.45479E-02
