Period (s), SA (ms2)
1.82815E-02, 2.45450E-02
1.82704E-02, 2.45421E-02
1.82593E-02, 2.45393E-02
1.82482E-02, 2.45364E-02
1.82371E-02, 2.45336E-02
1.82260E-02, 2.45308E-02
1.82149E-02, 2.45280E-02
1.82039E-02, 2.45252E-02
1.81928E-02, 2.45225E-02
1.81818E-02, 2.45197E-02
1.81708E-02, 2.45170E-02
1.81598E-02, 2.45143E-02
1.81488E-02, 2.45116E-02
1.81378E-02, 2.45089E-02
1.81269E-02, 2.45062E-02
1.81159E-02, 2.45036E-02
1.81050E-02, 2.45010E-02
1.80941E-02, 2.44984E-02
1.80832E-02, 2.44958E-02
1.80723E-02, 2.44932E-02
1.80614E-02, 2.44906E-02
1.80505E-02, 2.44881E-02
1.80397E-02, 2.44856E-02
1.80288E-02, 2.44831E-02
1.80180E-02, 2.44806E-02
1.80072E-02, 2.44781E-02
1.79964E-02, 2.44756E-02
1.79856E-02, 2.44732E-02
1.79748E-02, 2.44708E-02
1.79641E-02, 2.44684E-02
1.79533E-02, 2.44660E-02
1.79426E-02, 2.44636E-02
1.79319E-02, 2.44613E-02
1.79211E-02, 2.44589E-02
1.79104E-02, 2.44566E-02
1.78998E-02, 2.44543E-02
1.78891E-02, 2.44520E-02
1.78784E-02, 2.44497E-02
1.78678E-02, 2.44475E-02
1.78571E-02, 2.44453E-02
1.78465E-02, 2.44430E-02
1.78359E-02, 2.44408E-02
1.78253E-02, 2.44387E-02
1.78147E-02, 2.44365E-02
1.78042E-02, 2.44343E-02
1.77936E-02, 2.44322E-02
1.77830E-02, 2.44301E-02
1.77725E-02, 2.44280E-02
1.77620E-02, 2.44259E-02
1.77515E-02, 2.44238E-02
1.77410E-02, 2.44218E-02
1.77305E-02, 2.44198E-02
1.77200E-02, 2.44177E-02
1.77096E-02, 2.44157E-02
1.76991E-02, 2.44138E-02
1.76887E-02, 2.44118E-02
1.76783E-02, 2.44098E-02
1.76678E-02, 2.44079E-02
1.76574E-02, 2.44060E-02
1.76471E-02, 2.44041E-02
1.76367E-02, 2.44022E-02
1.76263E-02, 2.44003E-02
1.76160E-02, 2.43985E-02
1.76056E-02, 2.43966E-02
1.75953E-02, 2.43948E-02
1.75850E-02, 2.43930E-02
1.75747E-02, 2.43912E-02
1.75644E-02, 2.43894E-02
1.75541E-02, 2.43876E-02
1.75439E-02, 2.43859E-02
1.75336E-02, 2.43842E-02
1.75234E-02, 2.43824E-02
1.75131E-02, 2.43807E-02
1.75029E-02, 2.43790E-02
1.74927E-02, 2.43774E-02
1.74825E-02, 2.43757E-02
1.74723E-02, 2.43740E-02
1.74622E-02, 2.43724E-02
1.74520E-02, 2.43708E-02
1.74419E-02, 2.43692E-02
1.74317E-02, 2.43676E-02
1.74216E-02, 2.43660E-02
1.74115E-02, 2.43644E-02
1.74014E-02, 2.43629E-02
1.73913E-02, 2.43613E-02
1.73812E-02, 2.43598E-02
1.73712E-02, 2.43583E-02
1.73611E-02, 2.43568E-02
1.73511E-02, 2.43553E-02
1.73410E-02, 2.43538E-02
1.73310E-02, 2.43523E-02
1.73210E-02, 2.43509E-02
1.73110E-02, 2.43494E-02
1.73010E-02, 2.43480E-02
1.72911E-02, 2.43466E-02
1.72811E-02, 2.43452E-02
1.72712E-02, 2.43438E-02
1.72612E-02, 2.43424E-02
1.72513E-02, 2.43410E-02
1.72414E-02, 2.43396E-02
1.72315E-02, 2.43383E-02
1.72216E-02, 2.43369E-02
1.72117E-02, 2.43356E-02
1.72018E-02, 2.43343E-02
1.71920E-02, 2.43330E-02
1.71821E-02, 2.43316E-02
1.71723E-02, 2.43304E-02
1.71625E-02, 2.43291E-02
1.71527E-02, 2.43278E-02
1.71429E-02, 2.43265E-02
1.71331E-02, 2.43253E-02
1.71233E-02, 2.43240E-02
1.71135E-02, 2.43228E-02
1.71038E-02, 2.43216E-02
1.70940E-02, 2.43203E-02
1.70843E-02, 2.43191E-02
1.70746E-02, 2.43179E-02
1.70648E-02, 2.43167E-02
1.70551E-02, 2.43155E-02
1.70455E-02, 2.43144E-02
1.70358E-02, 2.43132E-02
1.70261E-02, 2.43120E-02
1.70164E-02, 2.43109E-02
1.70068E-02, 2.43097E-02
1.69972E-02, 2.43086E-02
1.69875E-02, 2.43074E-02
1.69779E-02, 2.43063E-02
1.69683E-02, 2.43052E-02
1.69587E-02, 2.43041E-02
1.69492E-02, 2.43030E-02
1.69396E-02, 2.43019E-02
1.69300E-02, 2.43008E-02
1.69205E-02, 2.42997E-02
1.69109E-02, 2.42986E-02
1.69014E-02, 2.42975E-02
1.68919E-02, 2.42964E-02
1.68824E-02, 2.42954E-02
1.68729E-02, 2.42943E-02
1.68634E-02, 2.42933E-02
1.68539E-02, 2.42922E-02
1.68445E-02, 2.42912E-02
1.68350E-02, 2.42901E-02
1.68256E-02, 2.42891E-02
1.68161E-02, 2.42880E-02
1.68067E-02, 2.42870E-02
1.67973E-02, 2.42860E-02
1.67879E-02, 2.42850E-02
1.67785E-02, 2.42840E-02
1.67691E-02, 2.42830E-02
1.67598E-02, 2.42819E-02
1.67504E-02, 2.42809E-02
1.67411E-02, 2.42799E-02
1.67317E-02, 2.42790E-02
1.67224E-02, 2.42780E-02
1.67131E-02, 2.42770E-02
1.67038E-02, 2.42760E-02
1.66945E-02, 2.42750E-02
1.66852E-02, 2.42740E-02
1.66759E-02, 2.42731E-02
1.66667E-02, 2.42721E-02
1.66574E-02, 2.42711E-02
1.66482E-02, 2.42702E-02
1.66389E-02, 2.42692E-02
1.66297E-02, 2.42682E-02
1.66205E-02, 2.42673E-02
1.66113E-02, 2.42663E-02
1.66021E-02, 2.42654E-02
1.65929E-02, 2.42644E-02
1.65837E-02, 2.42635E-02
1.65746E-02, 2.42625E-02
1.65654E-02, 2.42616E-02
1.65563E-02, 2.42607E-02
1.65472E-02, 2.42597E-02
1.65380E-02, 2.42588E-02
1.65289E-02, 2.42578E-02
1.65198E-02, 2.42569E-02
1.65107E-02, 2.42560E-02
1.65017E-02, 2.42551E-02
1.64926E-02, 2.42541E-02
1.64835E-02, 2.42532E-02
1.64745E-02, 2.42523E-02
1.64654E-02, 2.42514E-02
1.64564E-02, 2.42505E-02
1.64474E-02, 2.42496E-02
1.64384E-02, 2.42487E-02
1.64294E-02, 2.42478E-02
1.64204E-02, 2.42468E-02
1.64114E-02, 2.42459E-02
1.64024E-02, 2.42450E-02
1.63934E-02, 2.42441E-02
1.63845E-02, 2.42433E-02
1.63755E-02, 2.42424E-02
1.63666E-02, 2.42415E-02
1.63577E-02, 2.42406E-02
1.63488E-02, 2.42397E-02
1.63399E-02, 2.42388E-02
1.63310E-02, 2.42379E-02
1.63221E-02, 2.42371E-02
1.63132E-02, 2.42362E-02
1.63043E-02, 2.42353E-02
1.62955E-02, 2.42345E-02
1.62866E-02, 2.42336E-02
1.62778E-02, 2.42327E-02
1.62690E-02, 2.42319E-02
1.62602E-02, 2.42310E-02
1.62514E-02, 2.42302E-02
1.62426E-02, 2.42293E-02
1.62338E-02, 2.42285E-02
1.62250E-02, 2.42276E-02
1.62162E-02, 2.42268E-02
1.62075E-02, 2.42259E-02
1.61987E-02, 2.42251E-02
1.61900E-02, 2.42243E-02
1.61812E-02, 2.42235E-02
1.61725E-02, 2.42227E-02
1.61638E-02, 2.42218E-02
1.61551E-02, 2.42210E-02
1.61464E-02, 2.42202E-02
1.61377E-02, 2.42194E-02
1.61290E-02, 2.42186E-02
1.61204E-02, 2.42178E-02
1.61117E-02, 2.42170E-02
1.61031E-02, 2.42163E-02
1.60944E-02, 2.42155E-02
1.60858E-02, 2.42147E-02
1.60772E-02, 2.42139E-02
1.60686E-02, 2.42132E-02
1.60600E-02, 2.42124E-02
1.60514E-02, 2.42117E-02
1.60428E-02, 2.42109E-02
1.60342E-02, 2.42102E-02
1.60256E-02, 2.42095E-02
1.60171E-02, 2.42087E-02
1.60085E-02, 2.42080E-02
1.60000E-02, 2.42073E-02
1.59915E-02, 2.42066E-02
1.59830E-02, 2.42059E-02
1.59744E-02, 2.42052E-02
1.59659E-02, 2.42045E-02
1.59574E-02, 2.42038E-02
1.59490E-02, 2.42031E-02
1.59405E-02, 2.42024E-02
1.59320E-02, 2.42018E-02
1.59236E-02, 2.42011E-02
1.59151E-02, 2.42005E-02
1.59067E-02, 2.41998E-02
1.58983E-02, 2.41992E-02
1.58898E-02, 2.41985E-02
1.58814E-02, 2.41979E-02
1.58730E-02, 2.41973E-02
1.58646E-02, 2.41967E-02
1.58562E-02, 2.41961E-02
1.58479E-02, 2.41955E-02
1.58395E-02, 2.41949E-02
1.58311E-02, 2.41943E-02
1.58228E-02, 2.41937E-02
1.58144E-02, 2.41931E-02
1.58061E-02, 2.41926E-02
1.57978E-02, 2.41920E-02
1.57895E-02, 2.41915E-02
1.57812E-02, 2.41909E-02
1.57729E-02, 2.41904E-02
1.57646E-02, 2.41899E-02
1.57563E-02, 2.41894E-02
1.57480E-02, 2.41888E-02
1.57398E-02, 2.41883E-02
1.57315E-02, 2.41878E-02
1.57233E-02, 2.41873E-02
1.57150E-02, 2.41869E-02
1.57068E-02, 2.41864E-02
1.56986E-02, 2.41859E-02
1.56904E-02, 2.41855E-02
1.56822E-02, 2.41850E-02
1.56740E-02, 2.41845E-02
1.56658E-02, 2.41841E-02
1.56576E-02, 2.41837E-02
1.56495E-02, 2.41832E-02
1.56413E-02, 2.41828E-02
1.56331E-02, 2.41824E-02
1.56250E-02, 2.41820E-02
1.56169E-02, 2.41816E-02
1.56087E-02, 2.41812E-02
1.56006E-02, 2.41808E-02
1.55925E-02, 2.41804E-02
1.55844E-02, 2.41800E-02
1.55763E-02, 2.41797E-02
1.55682E-02, 2.41793E-02
1.55602E-02, 2.41790E-02
1.55521E-02, 2.41786E-02
1.55440E-02, 2.41783E-02
1.55360E-02, 2.41779E-02
1.55280E-02, 2.41776E-02
1.55199E-02, 2.41772E-02
1.55119E-02, 2.41769E-02
1.55039E-02, 2.41766E-02
1.54959E-02, 2.41763E-02
1.54879E-02, 2.41760E-02
1.54799E-02, 2.41757E-02
1.54719E-02, 2.41754E-02
1.54639E-02, 2.41751E-02
1.54560E-02, 2.41748E-02
1.54480E-02, 2.41745E-02
1.54400E-02, 2.41742E-02
1.54321E-02, 2.41739E-02
1.54242E-02, 2.41736E-02
1.54162E-02, 2.41734E-02
1.54083E-02, 2.41731E-02
1.54004E-02, 2.41728E-02
1.53925E-02, 2.41726E-02
1.53846E-02, 2.41723E-02
1.53767E-02, 2.41720E-02
1.53689E-02, 2.41718E-02
1.53610E-02, 2.41715E-02
1.53531E-02, 2.41713E-02
1.53453E-02, 2.41710E-02
1.53374E-02, 2.41708E-02
1.53296E-02, 2.41705E-02
1.53218E-02, 2.41703E-02
1.53139E-02, 2.41700E-02
1.53061E-02, 2.41698E-02
1.52983E-02, 2.41695E-02
1.52905E-02, 2.41693E-02
1.52827E-02, 2.41690E-02
1.52749E-02, 2.41688E-02
1.52672E-02, 2.41686E-02
1.52594E-02, 2.41683E-02
1.52517E-02, 2.41681E-02
1.52439E-02, 2.41678E-02
1.52362E-02, 2.41676E-02
1.52284E-02, 2.41673E-02
1.52207E-02, 2.41671E-02
1.52130E-02, 2.41668E-02
1.52053E-02, 2.41666E-02
1.51976E-02, 2.41663E-02
1.51899E-02, 2.41661E-02
1.51822E-02, 2.41658E-02
1.51745E-02, 2.41656E-02
1.51668E-02, 2.41653E-02
1.51592E-02, 2.41650E-02
1.51515E-02, 2.41648E-02
1.51439E-02, 2.41645E-02
1.51362E-02, 2.41642E-02
1.51286E-02, 2.41640E-02
1.51210E-02, 2.41637E-02
1.51134E-02, 2.41634E-02
1.51057E-02, 2.41631E-02
1.50981E-02, 2.41628E-02
1.50905E-02, 2.41626E-02
1.50830E-02, 2.41623E-02
1.50754E-02, 2.41620E-02
1.50678E-02, 2.41617E-02
1.50602E-02, 2.41614E-02
1.50527E-02, 2.41611E-02
1.50451E-02, 2.41607E-02
1.50376E-02, 2.41604E-02
1.50301E-02, 2.41601E-02
1.50225E-02, 2.41598E-02
1.50150E-02, 2.41595E-02
1.50075E-02, 2.41591E-02
1.50000E-02, 2.41588E-02
1.49925E-02, 2.41585E-02
1.49850E-02, 2.41581E-02
1.49775E-02, 2.41578E-02
1.49701E-02, 2.41574E-02
1.49626E-02, 2.41571E-02
1.49551E-02, 2.41567E-02
1.49477E-02, 2.41564E-02
1.49402E-02, 2.41560E-02
1.49328E-02, 2.41556E-02
1.49254E-02, 2.41553E-02
1.49180E-02, 2.41549E-02
1.49105E-02, 2.41545E-02
1.49031E-02, 2.41542E-02
1.48957E-02, 2.41538E-02
1.48883E-02, 2.41534E-02
1.48810E-02, 2.41530E-02
1.48736E-02, 2.41526E-02
1.48662E-02, 2.41522E-02
1.48588E-02, 2.41518E-02
1.48515E-02, 2.41514E-02
1.48441E-02, 2.41510E-02
1.48368E-02, 2.41506E-02
1.48295E-02, 2.41502E-02
1.48221E-02, 2.41498E-02
1.48148E-02, 2.41494E-02
1.48075E-02, 2.41490E-02
1.48002E-02, 2.41486E-02
1.47929E-02, 2.41482E-02
1.47856E-02, 2.41478E-02
1.47783E-02, 2.41474E-02
1.47710E-02, 2.41470E-02
1.47638E-02, 2.41466E-02
1.47565E-02, 2.41462E-02
1.47493E-02, 2.41457E-02
1.47420E-02, 2.41453E-02
1.47348E-02, 2.41449E-02
1.47275E-02, 2.41445E-02
1.47203E-02, 2.41441E-02
1.47131E-02, 2.41437E-02
1.47059E-02, 2.41432E-02
1.46987E-02, 2.41428E-02
1.46915E-02, 2.41424E-02
1.46843E-02, 2.41420E-02
1.46771E-02, 2.41416E-02
1.46699E-02, 2.41412E-02
1.46628E-02, 2.41408E-02
1.46556E-02, 2.41404E-02
1.46484E-02, 2.41400E-02
1.46413E-02, 2.41395E-02
1.46341E-02, 2.41391E-02
1.46270E-02, 2.41387E-02
1.46199E-02, 2.41383E-02
1.46128E-02, 2.41379E-02
1.46056E-02, 2.41375E-02
1.45985E-02, 2.41371E-02
1.45914E-02, 2.41367E-02
1.45843E-02, 2.41363E-02
1.45773E-02, 2.41359E-02
1.45702E-02, 2.41355E-02
1.45631E-02, 2.41352E-02
1.45560E-02, 2.41348E-02
1.45490E-02, 2.41344E-02
1.45419E-02, 2.41340E-02
1.45349E-02, 2.41336E-02
1.45278E-02, 2.41332E-02
1.45208E-02, 2.41329E-02
1.45138E-02, 2.41325E-02
1.45068E-02, 2.41321E-02
1.44998E-02, 2.41318E-02
1.44928E-02, 2.41314E-02
1.44858E-02, 2.41310E-02
1.44788E-02, 2.41307E-02
1.44718E-02, 2.41303E-02
1.44648E-02, 2.41300E-02
1.44578E-02, 2.41296E-02
1.44509E-02, 2.41293E-02
1.44439E-02, 2.41289E-02
1.44370E-02, 2.41286E-02
1.44300E-02, 2.41282E-02
1.44231E-02, 2.41279E-02
1.44161E-02, 2.41276E-02
1.44092E-02, 2.41272E-02
1.44023E-02, 2.41269E-02
1.43954E-02, 2.41266E-02
1.43885E-02, 2.41263E-02
1.43816E-02, 2.41259E-02
1.43747E-02, 2.41256E-02
1.43678E-02, 2.41253E-02
1.43609E-02, 2.41250E-02
1.43541E-02, 2.41247E-02
1.43472E-02, 2.41244E-02
1.43403E-02, 2.41241E-02
1.43335E-02, 2.41238E-02
1.43266E-02, 2.41235E-02
1.43198E-02, 2.41232E-02
1.43130E-02, 2.41230E-02
1.43062E-02, 2.41227E-02
1.42993E-02, 2.41224E-02
1.42925E-02, 2.41221E-02
1.42857E-02, 2.41219E-02
1.42789E-02, 2.41216E-02
1.42721E-02, 2.41213E-02
1.42653E-02, 2.41211E-02
1.42586E-02, 2.41208E-02
1.42518E-02, 2.41206E-02
1.42450E-02, 2.41203E-02
1.42383E-02, 2.41201E-02
1.42315E-02, 2.41198E-02
1.42248E-02, 2.41196E-02
1.42180E-02, 2.41194E-02
1.42113E-02, 2.41191E-02
1.42045E-02, 2.41189E-02
1.41978E-02, 2.41187E-02
1.41911E-02, 2.41184E-02
1.41844E-02, 2.41182E-02
1.41777E-02, 2.41180E-02
1.41710E-02, 2.41178E-02
1.41643E-02, 2.41176E-02
1.41576E-02, 2.41174E-02
1.41509E-02, 2.41172E-02
1.41443E-02, 2.41170E-02
1.41376E-02, 2.41168E-02
1.41309E-02, 2.41166E-02
1.41243E-02, 2.41164E-02
1.41176E-02, 2.41162E-02
1.41110E-02, 2.41160E-02
1.41044E-02, 2.41158E-02
1.40977E-02, 2.41156E-02
1.40911E-02, 2.41155E-02
1.40845E-02, 2.41153E-02
1.40779E-02, 2.41151E-02
1.40713E-02, 2.41149E-02
1.40647E-02, 2.41148E-02
1.40581E-02, 2.41146E-02
1.40515E-02, 2.41145E-02
1.40449E-02, 2.41143E-02
1.40384E-02, 2.41141E-02
1.40318E-02, 2.41140E-02
1.40252E-02, 2.41138E-02
1.40187E-02, 2.41137E-02
1.40121E-02, 2.41136E-02
1.40056E-02, 2.41134E-02
1.39991E-02, 2.41133E-02
1.39925E-02, 2.41131E-02
1.39860E-02, 2.41130E-02
1.39795E-02, 2.41129E-02
1.39730E-02, 2.41127E-02
1.39665E-02, 2.41126E-02
1.39600E-02, 2.41125E-02
1.39535E-02, 2.41124E-02
1.39470E-02, 2.41123E-02
1.39405E-02, 2.41122E-02
1.39340E-02, 2.41120E-02
1.39276E-02, 2.41119E-02
1.39211E-02, 2.41118E-02
1.39147E-02, 2.41117E-02
1.39082E-02, 2.41116E-02
1.39018E-02, 2.41115E-02
1.38953E-02, 2.41114E-02
1.38889E-02, 2.41114E-02
1.38825E-02, 2.41113E-02
1.38760E-02, 2.41112E-02
1.38696E-02, 2.41111E-02
1.38632E-02, 2.41110E-02
1.38568E-02, 2.41110E-02
1.38504E-02, 2.41109E-02
1.38440E-02, 2.41108E-02
1.38376E-02, 2.41108E-02
1.38313E-02, 2.41107E-02
1.38249E-02, 2.41106E-02
1.38185E-02, 2.41106E-02
1.38122E-02, 2.41105E-02
1.38058E-02, 2.41105E-02
1.37994E-02, 2.41104E-02
1.37931E-02, 2.41104E-02
1.37868E-02, 2.41104E-02
1.37804E-02, 2.41103E-02
1.37741E-02, 2.41103E-02
1.37678E-02, 2.41103E-02
1.37615E-02, 2.41103E-02
1.37552E-02, 2.41103E-02
1.37489E-02, 2.41102E-02
1.37426E-02, 2.41102E-02
1.37363E-02, 2.41102E-02
1.37300E-02, 2.41102E-02
1.37237E-02, 2.41102E-02
1.37174E-02, 2.41103E-02
1.37112E-02, 2.41103E-02
1.37049E-02, 2.41103E-02
1.36986E-02, 2.41103E-02
1.36924E-02, 2.41103E-02
1.36861E-02, 2.41104E-02
1.36799E-02, 2.41104E-02
1.36737E-02, 2.41105E-02
1.36674E-02, 2.41105E-02
1.36612E-02, 2.41106E-02
1.36550E-02, 2.41106E-02
1.36488E-02, 2.41107E-02
1.36426E-02, 2.41107E-02
1.36364E-02, 2.41108E-02
1.36302E-02, 2.41109E-02
1.36240E-02, 2.41110E-02
1.36178E-02, 2.41111E-02
1.36116E-02, 2.41112E-02
1.36054E-02, 2.41113E-02
1.35993E-02, 2.41114E-02
1.35931E-02, 2.41115E-02
1.35870E-02, 2.41116E-02
1.35808E-02, 2.41117E-02
1.35747E-02, 2.41119E-02
1.35685E-02, 2.41120E-02
1.35624E-02, 2.41121E-02
1.35563E-02, 2.41123E-02
1.35501E-02, 2.41124E-02
1.35440E-02, 2.41126E-02
1.35379E-02, 2.41128E-02
1.35318E-02, 2.41129E-02
1.35257E-02, 2.41131E-02
1.35196E-02, 2.41133E-02
1.35135E-02, 2.41135E-02
1.35074E-02, 2.41137E-02
1.35014E-02, 2.41139E-02
1.34953E-02, 2.41141E-02
1.34892E-02, 2.41143E-02
1.34831E-02, 2.41145E-02
1.34771E-02, 2.41147E-02
1.34710E-02, 2.41150E-02
1.34650E-02, 2.41152E-02
1.34590E-02, 2.41155E-02
1.34529E-02, 2.41157E-02
1.34469E-02, 2.41160E-02
1.34409E-02, 2.41162E-02
1.34348E-02, 2.41165E-02
1.34288E-02, 2.41168E-02
1.34228E-02, 2.41171E-02
1.34168E-02, 2.41174E-02
1.34108E-02, 2.41176E-02
1.34048E-02, 2.41180E-02
1.33988E-02, 2.41183E-02
1.33929E-02, 2.41186E-02
1.33869E-02, 2.41189E-02
1.33809E-02, 2.41192E-02
1.33749E-02, 2.41196E-02
1.33690E-02, 2.41199E-02
1.33630E-02, 2.41203E-02
1.33571E-02, 2.41206E-02
1.33511E-02, 2.41210E-02
1.33452E-02, 2.41213E-02
1.33393E-02, 2.41217E-02
1.33333E-02, 2.41221E-02
1.33274E-02, 2.41225E-02
1.33215E-02, 2.41229E-02
1.33156E-02, 2.41233E-02
1.33097E-02, 2.41237E-02
1.33038E-02, 2.41241E-02
1.32979E-02, 2.41245E-02
1.32920E-02, 2.41249E-02
1.32861E-02, 2.41253E-02
1.32802E-02, 2.41258E-02
1.32743E-02, 2.41262E-02
1.32685E-02, 2.41267E-02
1.32626E-02, 2.41271E-02
1.32567E-02, 2.41276E-02
1.32509E-02, 2.41280E-02
1.32450E-02, 2.41285E-02
1.32392E-02, 2.41290E-02
1.32333E-02, 2.41295E-02
1.32275E-02, 2.41300E-02
1.32217E-02, 2.41304E-02
1.32159E-02, 2.41309E-02
1.32100E-02, 2.41314E-02
1.32042E-02, 2.41320E-02
1.31984E-02, 2.41325E-02
1.31926E-02, 2.41330E-02
1.31868E-02, 2.41335E-02
1.31810E-02, 2.41340E-02
1.31752E-02, 2.41346E-02
1.31694E-02, 2.41351E-02
1.31637E-02, 2.41357E-02
1.31579E-02, 2.41362E-02
1.31521E-02, 2.41368E-02
1.31464E-02, 2.41373E-02
1.31406E-02, 2.41379E-02
1.31349E-02, 2.41385E-02
1.31291E-02, 2.41391E-02
1.31234E-02, 2.41396E-02
1.31176E-02, 2.41402E-02
1.31119E-02, 2.41408E-02
1.31062E-02, 2.41414E-02
1.31004E-02, 2.41420E-02
1.30947E-02, 2.41426E-02
1.30890E-02, 2.41432E-02
1.30833E-02, 2.41439E-02
1.30776E-02, 2.41445E-02
1.30719E-02, 2.41451E-02
1.30662E-02, 2.41457E-02
1.30605E-02, 2.41464E-02
1.30548E-02, 2.41470E-02
1.30492E-02, 2.41477E-02
1.30435E-02, 2.41483E-02
1.30378E-02, 2.41490E-02
1.30321E-02, 2.41496E-02
1.30265E-02, 2.41503E-02
1.30208E-02, 2.41510E-02
1.30152E-02, 2.41516E-02
1.30095E-02, 2.41523E-02
1.30039E-02, 2.41530E-02
1.29983E-02, 2.41537E-02
1.29926E-02, 2.41544E-02
1.29870E-02, 2.41551E-02
1.29814E-02, 2.41558E-02
1.29758E-02, 2.41565E-02
1.29702E-02, 2.41572E-02
1.29646E-02, 2.41579E-02
1.29590E-02, 2.41586E-02
1.29534E-02, 2.41593E-02
1.29478E-02, 2.41601E-02
1.29422E-02, 2.41608E-02
1.29366E-02, 2.41615E-02
1.29310E-02, 2.41623E-02
1.29255E-02, 2.41630E-02
1.29199E-02, 2.41638E-02
1.29143E-02, 2.41645E-02
1.29088E-02, 2.41653E-02
1.29032E-02, 2.41660E-02
1.28977E-02, 2.41668E-02
1.28921E-02, 2.41676E-02
1.28866E-02, 2.41684E-02
1.28811E-02, 2.41691E-02
1.28755E-02, 2.41699E-02
1.28700E-02, 2.41707E-02
1.28645E-02, 2.41715E-02
1.28590E-02, 2.41723E-02
1.28535E-02, 2.41731E-02
1.28480E-02, 2.41739E-02
1.28425E-02, 2.41747E-02
1.28370E-02, 2.41755E-02
1.28315E-02, 2.41764E-02
1.28260E-02, 2.41772E-02
1.28205E-02, 2.41780E-02
1.28150E-02, 2.41789E-02
1.28096E-02, 2.41797E-02
1.28041E-02, 2.41805E-02
1.27986E-02, 2.41814E-02
1.27932E-02, 2.41822E-02
1.27877E-02, 2.41831E-02
1.27823E-02, 2.41840E-02
1.27768E-02, 2.41848E-02
1.27714E-02, 2.41857E-02
1.27660E-02, 2.41866E-02
1.27605E-02, 2.41875E-02
1.27551E-02, 2.41883E-02
1.27497E-02, 2.41892E-02
1.27443E-02, 2.41901E-02
1.27389E-02, 2.41910E-02
1.27334E-02, 2.41919E-02
1.27280E-02, 2.41928E-02
1.27226E-02, 2.41938E-02
1.27173E-02, 2.41947E-02
1.27119E-02, 2.41956E-02
1.27065E-02, 2.41965E-02
1.27011E-02, 2.41975E-02
1.26957E-02, 2.41984E-02
1.26904E-02, 2.41993E-02
1.26850E-02, 2.42003E-02
1.26796E-02, 2.42012E-02
1.26743E-02, 2.42022E-02
1.26689E-02, 2.42032E-02
1.26636E-02, 2.42041E-02
1.26582E-02, 2.42051E-02
1.26529E-02, 2.42061E-02
1.26476E-02, 2.42071E-02
1.26422E-02, 2.42081E-02
1.26369E-02, 2.42090E-02
1.26316E-02, 2.42100E-02
1.26263E-02, 2.42111E-02
1.26210E-02, 2.42121E-02
1.26156E-02, 2.42131E-02
1.26103E-02, 2.42141E-02
1.26050E-02, 2.42151E-02
1.25997E-02, 2.42162E-02
1.25945E-02, 2.42172E-02
1.25892E-02, 2.42182E-02
1.25839E-02, 2.42193E-02
1.25786E-02, 2.42203E-02
1.25733E-02, 2.42214E-02
1.25681E-02, 2.42225E-02
1.25628E-02, 2.42235E-02
1.25576E-02, 2.42246E-02
1.25523E-02, 2.42257E-02
1.25471E-02, 2.42268E-02
1.25418E-02, 2.42279E-02
1.25366E-02, 2.42290E-02
1.25313E-02, 2.42301E-02
1.25261E-02, 2.42312E-02
1.25209E-02, 2.42323E-02
1.25156E-02, 2.42334E-02
1.25104E-02, 2.42346E-02
1.25052E-02, 2.42357E-02
1.25000E-02, 2.42369E-02
1.24948E-02, 2.42380E-02
1.24896E-02, 2.42392E-02
1.24844E-02, 2.42403E-02
1.24792E-02, 2.42415E-02
1.24740E-02, 2.42427E-02
1.24688E-02, 2.42439E-02
1.24636E-02, 2.42450E-02
1.24585E-02, 2.42462E-02
1.24533E-02, 2.42474E-02
1.24481E-02, 2.42487E-02
1.24430E-02, 2.42499E-02
1.24378E-02, 2.42511E-02
1.24327E-02, 2.42523E-02
1.24275E-02, 2.42536E-02
1.24224E-02, 2.42548E-02
1.24172E-02, 2.42561E-02
1.24121E-02, 2.42573E-02
1.24069E-02, 2.42586E-02
1.24018E-02, 2.42599E-02
1.23967E-02, 2.42611E-02
1.23916E-02, 2.42624E-02
1.23865E-02, 2.42637E-02
1.23813E-02, 2.42650E-02
1.23762E-02, 2.42663E-02
1.23711E-02, 2.42676E-02
1.23660E-02, 2.42690E-02
1.23609E-02, 2.42703E-02
1.23558E-02, 2.42716E-02
1.23508E-02, 2.42730E-02
1.23457E-02, 2.42744E-02
1.23406E-02, 2.42757E-02
1.23355E-02, 2.42771E-02
1.23305E-02, 2.42785E-02
1.23254E-02, 2.42799E-02
1.23203E-02, 2.42813E-02
1.23153E-02, 2.42827E-02
1.23102E-02, 2.42841E-02
1.23052E-02, 2.42855E-02
1.23001E-02, 2.42869E-02
1.22951E-02, 2.42884E-02
1.22900E-02, 2.42898E-02
1.22850E-02, 2.42913E-02
1.22800E-02, 2.42927E-02
1.22750E-02, 2.42942E-02
1.22699E-02, 2.42957E-02
1.22649E-02, 2.42972E-02
1.22599E-02, 2.42987E-02
1.22549E-02, 2.43002E-02
1.22499E-02, 2.43017E-02
1.22449E-02, 2.43032E-02
1.22399E-02, 2.43047E-02
1.22349E-02, 2.43063E-02
1.22299E-02, 2.43078E-02
1.22249E-02, 2.43094E-02
1.22200E-02, 2.43110E-02
1.22150E-02, 2.43125E-02
1.22100E-02, 2.43141E-02
1.22050E-02, 2.43157E-02
1.22001E-02, 2.43173E-02
1.21951E-02, 2.43189E-02
1.21902E-02, 2.43206E-02
1.21852E-02, 2.43222E-02
