Period (s), SA (ms2)
1.54882E-02, 1.39745E-02
1.54778E-02, 1.39731E-02
1.54674E-02, 1.39717E-02
1.54570E-02, 1.39703E-02
1.54466E-02, 1.39690E-02
1.54362E-02, 1.39676E-02
1.54259E-02, 1.39662E-02
1.54155E-02, 1.39648E-02
1.54052E-02, 1.39635E-02
1.53949E-02, 1.39621E-02
1.53846E-02, 1.39607E-02
1.53743E-02, 1.39594E-02
1.53641E-02, 1.39580E-02
1.53538E-02, 1.39566E-02
1.53436E-02, 1.39553E-02
1.53333E-02, 1.39539E-02
1.53231E-02, 1.39526E-02
1.53129E-02, 1.39512E-02
1.53027E-02, 1.39499E-02
1.52926E-02, 1.39485E-02
1.52824E-02, 1.39472E-02
1.52722E-02, 1.39459E-02
1.52621E-02, 1.39445E-02
1.52520E-02, 1.39432E-02
1.52419E-02, 1.39419E-02
1.52318E-02, 1.39405E-02
1.52217E-02, 1.39392E-02
1.52116E-02, 1.39379E-02
1.52016E-02, 1.39366E-02
1.51915E-02, 1.39353E-02
1.51815E-02, 1.39340E-02
1.51715E-02, 1.39327E-02
1.51615E-02, 1.39315E-02
1.51515E-02, 1.39302E-02
1.51415E-02, 1.39289E-02
1.51316E-02, 1.39277E-02
1.51216E-02, 1.39264E-02
1.51117E-02, 1.39252E-02
1.51018E-02, 1.39240E-02
1.50919E-02, 1.39228E-02
1.50820E-02, 1.39215E-02
1.50721E-02, 1.39204E-02
1.50622E-02, 1.39192E-02
1.50524E-02, 1.39180E-02
1.50425E-02, 1.39168E-02
1.50327E-02, 1.39157E-02
1.50229E-02, 1.39145E-02
1.50131E-02, 1.39134E-02
1.50033E-02, 1.39123E-02
1.49935E-02, 1.39111E-02
1.49837E-02, 1.39100E-02
1.49740E-02, 1.39089E-02
1.49642E-02, 1.39079E-02
1.49545E-02, 1.39068E-02
1.49448E-02, 1.39057E-02
1.49351E-02, 1.39047E-02
1.49254E-02, 1.39037E-02
1.49157E-02, 1.39027E-02
1.49060E-02, 1.39016E-02
1.48964E-02, 1.39006E-02
1.48867E-02, 1.38997E-02
1.48771E-02, 1.38987E-02
1.48675E-02, 1.38977E-02
1.48579E-02, 1.38968E-02
1.48483E-02, 1.38958E-02
1.48387E-02, 1.38949E-02
1.48291E-02, 1.38940E-02
1.48196E-02, 1.38931E-02
1.48100E-02, 1.38922E-02
1.48005E-02, 1.38913E-02
1.47910E-02, 1.38904E-02
1.47815E-02, 1.38895E-02
1.47720E-02, 1.38886E-02
1.47625E-02, 1.38878E-02
1.47530E-02, 1.38869E-02
1.47436E-02, 1.38860E-02
1.47341E-02, 1.38852E-02
1.47247E-02, 1.38844E-02
1.47153E-02, 1.38835E-02
1.47059E-02, 1.38827E-02
1.46965E-02, 1.38819E-02
1.46871E-02, 1.38810E-02
1.46777E-02, 1.38802E-02
1.46684E-02, 1.38794E-02
1.46590E-02, 1.38786E-02
1.46497E-02, 1.38778E-02
1.46404E-02, 1.38770E-02
1.46310E-02, 1.38762E-02
1.46217E-02, 1.38753E-02
1.46125E-02, 1.38745E-02
1.46032E-02, 1.38737E-02
1.45939E-02, 1.38729E-02
1.45847E-02, 1.38721E-02
1.45754E-02, 1.38713E-02
1.45662E-02, 1.38704E-02
1.45570E-02, 1.38696E-02
1.45478E-02, 1.38688E-02
1.45386E-02, 1.38679E-02
1.45294E-02, 1.38671E-02
1.45202E-02, 1.38662E-02
1.45110E-02, 1.38654E-02
1.45019E-02, 1.38645E-02
1.44928E-02, 1.38637E-02
1.44836E-02, 1.38628E-02
1.44745E-02, 1.38619E-02
1.44654E-02, 1.38610E-02
1.44563E-02, 1.38601E-02
1.44472E-02, 1.38592E-02
1.44382E-02, 1.38583E-02
1.44291E-02, 1.38574E-02
1.44201E-02, 1.38565E-02
1.44110E-02, 1.38555E-02
1.44020E-02, 1.38546E-02
1.43930E-02, 1.38536E-02
1.43840E-02, 1.38527E-02
1.43750E-02, 1.38517E-02
1.43660E-02, 1.38507E-02
1.43571E-02, 1.38497E-02
1.43481E-02, 1.38487E-02
1.43392E-02, 1.38477E-02
1.43302E-02, 1.38467E-02
1.43213E-02, 1.38457E-02
1.43124E-02, 1.38447E-02
1.43035E-02, 1.38436E-02
1.42946E-02, 1.38426E-02
1.42857E-02, 1.38415E-02
1.42768E-02, 1.38405E-02
1.42680E-02, 1.38394E-02
1.42591E-02, 1.38383E-02
1.42503E-02, 1.38373E-02
1.42415E-02, 1.38362E-02
1.42327E-02, 1.38351E-02
1.42239E-02, 1.38340E-02
1.42151E-02, 1.38329E-02
1.42063E-02, 1.38318E-02
1.41975E-02, 1.38307E-02
1.41888E-02, 1.38296E-02
1.41800E-02, 1.38285E-02
1.41713E-02, 1.38274E-02
1.41626E-02, 1.38263E-02
1.41538E-02, 1.38251E-02
1.41451E-02, 1.38240E-02
1.41364E-02, 1.38229E-02
1.41278E-02, 1.38218E-02
1.41191E-02, 1.38207E-02
1.41104E-02, 1.38196E-02
1.41018E-02, 1.38185E-02
1.40931E-02, 1.38174E-02
1.40845E-02, 1.38163E-02
1.40759E-02, 1.38152E-02
1.40673E-02, 1.38141E-02
1.40587E-02, 1.38130E-02
1.40501E-02, 1.38119E-02
1.40415E-02, 1.38109E-02
1.40329E-02, 1.38098E-02
1.40244E-02, 1.38087E-02
1.40158E-02, 1.38077E-02
1.40073E-02, 1.38066E-02
1.39988E-02, 1.38056E-02
1.39903E-02, 1.38045E-02
1.39818E-02, 1.38035E-02
1.39733E-02, 1.38025E-02
1.39648E-02, 1.38015E-02
1.39563E-02, 1.38005E-02
1.39478E-02, 1.37995E-02
1.39394E-02, 1.37985E-02
1.39310E-02, 1.37975E-02
1.39225E-02, 1.37965E-02
1.39141E-02, 1.37956E-02
1.39057E-02, 1.37946E-02
1.38973E-02, 1.37937E-02
1.38889E-02, 1.37928E-02
1.38805E-02, 1.37919E-02
1.38721E-02, 1.37910E-02
1.38638E-02, 1.37901E-02
1.38554E-02, 1.37892E-02
1.38471E-02, 1.37883E-02
1.38387E-02, 1.37874E-02
1.38304E-02, 1.37866E-02
1.38221E-02, 1.37857E-02
1.38138E-02, 1.37849E-02
1.38055E-02, 1.37841E-02
1.37972E-02, 1.37832E-02
1.37890E-02, 1.37824E-02
1.37807E-02, 1.37816E-02
1.37725E-02, 1.37808E-02
1.37642E-02, 1.37800E-02
1.37560E-02, 1.37793E-02
1.37478E-02, 1.37785E-02
1.37395E-02, 1.37777E-02
1.37313E-02, 1.37770E-02
1.37232E-02, 1.37762E-02
1.37150E-02, 1.37755E-02
1.37068E-02, 1.37748E-02
1.36986E-02, 1.37740E-02
1.36905E-02, 1.37733E-02
1.36823E-02, 1.37726E-02
1.36742E-02, 1.37719E-02
1.36661E-02, 1.37712E-02
1.36580E-02, 1.37705E-02
1.36499E-02, 1.37698E-02
1.36418E-02, 1.37691E-02
1.36337E-02, 1.37684E-02
1.36256E-02, 1.37678E-02
1.36175E-02, 1.37671E-02
1.36095E-02, 1.37664E-02
1.36014E-02, 1.37657E-02
1.35934E-02, 1.37651E-02
1.35854E-02, 1.37644E-02
1.35773E-02, 1.37638E-02
1.35693E-02, 1.37631E-02
1.35613E-02, 1.37624E-02
1.35533E-02, 1.37618E-02
1.35453E-02, 1.37611E-02
1.35374E-02, 1.37605E-02
1.35294E-02, 1.37598E-02
1.35215E-02, 1.37591E-02
1.35135E-02, 1.37585E-02
1.35056E-02, 1.37578E-02
1.34977E-02, 1.37572E-02
1.34897E-02, 1.37565E-02
1.34818E-02, 1.37558E-02
1.34739E-02, 1.37552E-02
1.34660E-02, 1.37545E-02
1.34582E-02, 1.37538E-02
1.34503E-02, 1.37532E-02
1.34424E-02, 1.37525E-02
1.34346E-02, 1.37518E-02
1.34267E-02, 1.37511E-02
1.34189E-02, 1.37504E-02
1.34111E-02, 1.37497E-02
1.34033E-02, 1.37490E-02
1.33955E-02, 1.37483E-02
1.33877E-02, 1.37476E-02
1.33799E-02, 1.37469E-02
1.33721E-02, 1.37462E-02
1.33643E-02, 1.37455E-02
1.33566E-02, 1.37447E-02
1.33488E-02, 1.37440E-02
1.33411E-02, 1.37433E-02
1.33333E-02, 1.37425E-02
1.33256E-02, 1.37418E-02
1.33179E-02, 1.37410E-02
1.33102E-02, 1.37402E-02
1.33025E-02, 1.37395E-02
1.32948E-02, 1.37387E-02
1.32871E-02, 1.37379E-02
1.32794E-02, 1.37371E-02
1.32718E-02, 1.37363E-02
1.32641E-02, 1.37355E-02
1.32565E-02, 1.37347E-02
1.32488E-02, 1.37338E-02
1.32412E-02, 1.37330E-02
1.32336E-02, 1.37321E-02
1.32260E-02, 1.37313E-02
1.32184E-02, 1.37304E-02
1.32108E-02, 1.37296E-02
1.32032E-02, 1.37287E-02
1.31956E-02, 1.37278E-02
1.31881E-02, 1.37269E-02
1.31805E-02, 1.37260E-02
1.31730E-02, 1.37251E-02
1.31654E-02, 1.37242E-02
1.31579E-02, 1.37232E-02
1.31504E-02, 1.37223E-02
1.31429E-02, 1.37213E-02
1.31354E-02, 1.37204E-02
1.31279E-02, 1.37194E-02
1.31204E-02, 1.37184E-02
1.31129E-02, 1.37175E-02
1.31054E-02, 1.37165E-02
1.30979E-02, 1.37155E-02
1.30905E-02, 1.37145E-02
1.30830E-02, 1.37135E-02
1.30756E-02, 1.37124E-02
1.30682E-02, 1.37114E-02
1.30608E-02, 1.37104E-02
1.30533E-02, 1.37093E-02
1.30459E-02, 1.37083E-02
1.30385E-02, 1.37072E-02
1.30312E-02, 1.37062E-02
1.30238E-02, 1.37051E-02
1.30164E-02, 1.37040E-02
1.30090E-02, 1.37029E-02
1.30017E-02, 1.37018E-02
1.29944E-02, 1.37007E-02
1.29870E-02, 1.36996E-02
1.29797E-02, 1.36985E-02
1.29724E-02, 1.36974E-02
1.29651E-02, 1.36963E-02
1.29577E-02, 1.36952E-02
1.29505E-02, 1.36940E-02
1.29432E-02, 1.36929E-02
1.29359E-02, 1.36918E-02
1.29286E-02, 1.36906E-02
1.29213E-02, 1.36895E-02
1.29141E-02, 1.36883E-02
1.29068E-02, 1.36872E-02
1.28996E-02, 1.36860E-02
1.28924E-02, 1.36848E-02
1.28852E-02, 1.36837E-02
1.28779E-02, 1.36825E-02
1.28707E-02, 1.36813E-02
1.28635E-02, 1.36802E-02
1.28563E-02, 1.36790E-02
1.28492E-02, 1.36778E-02
1.28420E-02, 1.36766E-02
1.28348E-02, 1.36755E-02
1.28277E-02, 1.36743E-02
1.28205E-02, 1.36731E-02
1.28134E-02, 1.36719E-02
1.28062E-02, 1.36708E-02
1.27991E-02, 1.36696E-02
1.27920E-02, 1.36684E-02
1.27849E-02, 1.36672E-02
1.27778E-02, 1.36661E-02
1.27707E-02, 1.36649E-02
1.27636E-02, 1.36637E-02
1.27565E-02, 1.36625E-02
1.27494E-02, 1.36614E-02
1.27424E-02, 1.36602E-02
1.27353E-02, 1.36590E-02
1.27283E-02, 1.36579E-02
1.27212E-02, 1.36567E-02
1.27142E-02, 1.36556E-02
1.27072E-02, 1.36544E-02
1.27002E-02, 1.36533E-02
1.26932E-02, 1.36521E-02
1.26862E-02, 1.36510E-02
1.26792E-02, 1.36499E-02
1.26722E-02, 1.36487E-02
1.26652E-02, 1.36476E-02
1.26582E-02, 1.36465E-02
1.26513E-02, 1.36454E-02
1.26443E-02, 1.36443E-02
1.26374E-02, 1.36432E-02
1.26304E-02, 1.36421E-02
1.26235E-02, 1.36410E-02
1.26166E-02, 1.36399E-02
1.26096E-02, 1.36388E-02
1.26027E-02, 1.36378E-02
1.25958E-02, 1.36367E-02
1.25889E-02, 1.36357E-02
1.25821E-02, 1.36346E-02
1.25752E-02, 1.36336E-02
1.25683E-02, 1.36325E-02
1.25614E-02, 1.36315E-02
1.25546E-02, 1.36305E-02
1.25477E-02, 1.36295E-02
1.25409E-02, 1.36285E-02
1.25341E-02, 1.36275E-02
1.25272E-02, 1.36265E-02
1.25204E-02, 1.36255E-02
1.25136E-02, 1.36245E-02
1.25068E-02, 1.36235E-02
1.25000E-02, 1.36226E-02
1.24932E-02, 1.36216E-02
1.24864E-02, 1.36207E-02
1.24797E-02, 1.36198E-02
1.24729E-02, 1.36188E-02
1.24661E-02, 1.36179E-02
1.24594E-02, 1.36170E-02
1.24526E-02, 1.36161E-02
1.24459E-02, 1.36152E-02
1.24392E-02, 1.36143E-02
1.24324E-02, 1.36135E-02
1.24257E-02, 1.36126E-02
1.24190E-02, 1.36118E-02
1.24123E-02, 1.36109E-02
1.24056E-02, 1.36101E-02
1.23989E-02, 1.36093E-02
1.23922E-02, 1.36084E-02
1.23856E-02, 1.36076E-02
1.23789E-02, 1.36068E-02
1.23722E-02, 1.36060E-02
1.23656E-02, 1.36053E-02
1.23589E-02, 1.36045E-02
1.23523E-02, 1.36037E-02
1.23457E-02, 1.36030E-02
1.23391E-02, 1.36022E-02
1.23324E-02, 1.36015E-02
1.23258E-02, 1.36008E-02
1.23192E-02, 1.36001E-02
1.23126E-02, 1.35993E-02
1.23060E-02, 1.35986E-02
1.22995E-02, 1.35980E-02
1.22929E-02, 1.35973E-02
1.22863E-02, 1.35966E-02
1.22798E-02, 1.35960E-02
1.22732E-02, 1.35953E-02
1.22667E-02, 1.35947E-02
1.22601E-02, 1.35940E-02
1.22536E-02, 1.35934E-02
1.22471E-02, 1.35928E-02
1.22406E-02, 1.35922E-02
1.22340E-02, 1.35916E-02
1.22275E-02, 1.35910E-02
1.22210E-02, 1.35904E-02
1.22146E-02, 1.35898E-02
1.22081E-02, 1.35893E-02
1.22016E-02, 1.35887E-02
1.21951E-02, 1.35882E-02
1.21887E-02, 1.35876E-02
1.21822E-02, 1.35871E-02
1.21758E-02, 1.35866E-02
1.21693E-02, 1.35861E-02
1.21629E-02, 1.35856E-02
1.21564E-02, 1.35851E-02
1.21500E-02, 1.35846E-02
1.21436E-02, 1.35841E-02
1.21372E-02, 1.35837E-02
1.21308E-02, 1.35832E-02
1.21244E-02, 1.35828E-02
1.21180E-02, 1.35823E-02
1.21116E-02, 1.35819E-02
1.21053E-02, 1.35814E-02
1.20989E-02, 1.35810E-02
1.20925E-02, 1.35806E-02
1.20862E-02, 1.35802E-02
1.20798E-02, 1.35798E-02
1.20735E-02, 1.35794E-02
1.20672E-02, 1.35790E-02
1.20608E-02, 1.35787E-02
1.20545E-02, 1.35783E-02
1.20482E-02, 1.35779E-02
1.20419E-02, 1.35776E-02
1.20356E-02, 1.35772E-02
1.20293E-02, 1.35769E-02
1.20230E-02, 1.35765E-02
1.20167E-02, 1.35762E-02
1.20104E-02, 1.35759E-02
1.20042E-02, 1.35756E-02
1.19979E-02, 1.35753E-02
1.19917E-02, 1.35750E-02
1.19854E-02, 1.35747E-02
1.19792E-02, 1.35744E-02
1.19729E-02, 1.35741E-02
1.19667E-02, 1.35738E-02
1.19605E-02, 1.35735E-02
1.19543E-02, 1.35732E-02
1.19481E-02, 1.35730E-02
1.19418E-02, 1.35727E-02
1.19357E-02, 1.35724E-02
1.19295E-02, 1.35722E-02
1.19233E-02, 1.35719E-02
1.19171E-02, 1.35717E-02
1.19109E-02, 1.35715E-02
1.19048E-02, 1.35712E-02
1.18986E-02, 1.35710E-02
1.18925E-02, 1.35708E-02
1.18863E-02, 1.35705E-02
1.18802E-02, 1.35703E-02
1.18740E-02, 1.35701E-02
1.18679E-02, 1.35699E-02
1.18618E-02, 1.35697E-02
1.18557E-02, 1.35695E-02
1.18496E-02, 1.35693E-02
1.18435E-02, 1.35691E-02
1.18374E-02, 1.35689E-02
1.18313E-02, 1.35687E-02
1.18252E-02, 1.35685E-02
1.18191E-02, 1.35683E-02
1.18130E-02, 1.35681E-02
1.18070E-02, 1.35680E-02
1.18009E-02, 1.35678E-02
1.17949E-02, 1.35676E-02
1.17888E-02, 1.35674E-02
1.17828E-02, 1.35673E-02
1.17768E-02, 1.35671E-02
1.17707E-02, 1.35669E-02
1.17647E-02, 1.35668E-02
1.17587E-02, 1.35666E-02
1.17527E-02, 1.35664E-02
1.17467E-02, 1.35663E-02
1.17407E-02, 1.35661E-02
1.17347E-02, 1.35660E-02
1.17287E-02, 1.35658E-02
1.17227E-02, 1.35657E-02
1.17168E-02, 1.35655E-02
1.17108E-02, 1.35654E-02
1.17048E-02, 1.35653E-02
1.16989E-02, 1.35651E-02
1.16929E-02, 1.35650E-02
1.16870E-02, 1.35648E-02
1.16811E-02, 1.35647E-02
1.16751E-02, 1.35646E-02
1.16692E-02, 1.35644E-02
1.16633E-02, 1.35643E-02
1.16574E-02, 1.35642E-02
1.16515E-02, 1.35640E-02
1.16456E-02, 1.35639E-02
1.16397E-02, 1.35638E-02
1.16338E-02, 1.35637E-02
1.16279E-02, 1.35635E-02
1.16220E-02, 1.35634E-02
1.16162E-02, 1.35633E-02
1.16103E-02, 1.35632E-02
1.16044E-02, 1.35631E-02
1.15986E-02, 1.35629E-02
1.15927E-02, 1.35628E-02
1.15869E-02, 1.35627E-02
1.15811E-02, 1.35626E-02
1.15752E-02, 1.35625E-02
1.15694E-02, 1.35624E-02
1.15636E-02, 1.35623E-02
1.15578E-02, 1.35622E-02
1.15520E-02, 1.35621E-02
1.15462E-02, 1.35620E-02
1.15404E-02, 1.35619E-02
1.15346E-02, 1.35618E-02
1.15288E-02, 1.35617E-02
1.15230E-02, 1.35616E-02
1.15173E-02, 1.35615E-02
1.15115E-02, 1.35614E-02
1.15058E-02, 1.35613E-02
1.15000E-02, 1.35612E-02
1.14943E-02, 1.35611E-02
1.14885E-02, 1.35610E-02
1.14828E-02, 1.35609E-02
1.14770E-02, 1.35608E-02
1.14713E-02, 1.35607E-02
1.14656E-02, 1.35607E-02
1.14599E-02, 1.35606E-02
1.14542E-02, 1.35605E-02
1.14485E-02, 1.35604E-02
1.14428E-02, 1.35603E-02
1.14371E-02, 1.35603E-02
1.14314E-02, 1.35602E-02
1.14257E-02, 1.35601E-02
1.14201E-02, 1.35600E-02
1.14144E-02, 1.35600E-02
1.14087E-02, 1.35599E-02
1.14031E-02, 1.35598E-02
1.13974E-02, 1.35598E-02
1.13918E-02, 1.35597E-02
1.13861E-02, 1.35596E-02
1.13805E-02, 1.35596E-02
1.13749E-02, 1.35595E-02
1.13693E-02, 1.35595E-02
1.13636E-02, 1.35594E-02
1.13580E-02, 1.35594E-02
1.13524E-02, 1.35593E-02
1.13468E-02, 1.35593E-02
1.13412E-02, 1.35592E-02
1.13356E-02, 1.35592E-02
1.13300E-02, 1.35591E-02
1.13245E-02, 1.35591E-02
1.13189E-02, 1.35590E-02
1.13133E-02, 1.35590E-02
1.13078E-02, 1.35589E-02
1.13022E-02, 1.35589E-02
1.12967E-02, 1.35589E-02
1.12911E-02, 1.35588E-02
1.12856E-02, 1.35588E-02
1.12800E-02, 1.35588E-02
1.12745E-02, 1.35588E-02
1.12690E-02, 1.35587E-02
1.12635E-02, 1.35587E-02
1.12580E-02, 1.35587E-02
1.12524E-02, 1.35587E-02
1.12469E-02, 1.35587E-02
1.12414E-02, 1.35587E-02
1.12360E-02, 1.35587E-02
1.12305E-02, 1.35587E-02
1.12250E-02, 1.35587E-02
1.12195E-02, 1.35587E-02
1.12140E-02, 1.35587E-02
1.12086E-02, 1.35587E-02
1.12031E-02, 1.35587E-02
1.11977E-02, 1.35587E-02
1.11922E-02, 1.35587E-02
1.11868E-02, 1.35587E-02
1.11813E-02, 1.35587E-02
1.11759E-02, 1.35587E-02
1.11705E-02, 1.35588E-02
1.11650E-02, 1.35588E-02
1.11596E-02, 1.35588E-02
1.11542E-02, 1.35589E-02
1.11488E-02, 1.35589E-02
1.11434E-02, 1.35589E-02
1.11380E-02, 1.35590E-02
1.11326E-02, 1.35590E-02
1.11272E-02, 1.35591E-02
1.11219E-02, 1.35591E-02
1.11165E-02, 1.35592E-02
1.11111E-02, 1.35592E-02
1.11057E-02, 1.35593E-02
1.11004E-02, 1.35594E-02
1.10950E-02, 1.35594E-02
1.10897E-02, 1.35595E-02
1.10843E-02, 1.35596E-02
1.10790E-02, 1.35596E-02
1.10737E-02, 1.35597E-02
1.10683E-02, 1.35598E-02
1.10630E-02, 1.35599E-02
1.10577E-02, 1.35600E-02
1.10524E-02, 1.35601E-02
1.10471E-02, 1.35602E-02
1.10418E-02, 1.35602E-02
1.10365E-02, 1.35603E-02
1.10312E-02, 1.35604E-02
1.10259E-02, 1.35606E-02
1.10206E-02, 1.35607E-02
1.10153E-02, 1.35608E-02
1.10101E-02, 1.35609E-02
1.10048E-02, 1.35610E-02
1.09995E-02, 1.35611E-02
1.09943E-02, 1.35612E-02
1.09890E-02, 1.35614E-02
1.09838E-02, 1.35615E-02
1.09785E-02, 1.35616E-02
1.09733E-02, 1.35618E-02
1.09680E-02, 1.35619E-02
1.09628E-02, 1.35620E-02
1.09576E-02, 1.35622E-02
1.09524E-02, 1.35623E-02
1.09472E-02, 1.35625E-02
1.09420E-02, 1.35626E-02
1.09368E-02, 1.35628E-02
1.09316E-02, 1.35629E-02
1.09264E-02, 1.35631E-02
1.09212E-02, 1.35632E-02
1.09160E-02, 1.35634E-02
1.09108E-02, 1.35635E-02
1.09056E-02, 1.35637E-02
1.09005E-02, 1.35639E-02
1.08953E-02, 1.35640E-02
1.08902E-02, 1.35642E-02
1.08850E-02, 1.35644E-02
1.08798E-02, 1.35646E-02
1.08747E-02, 1.35647E-02
1.08696E-02, 1.35649E-02
1.08644E-02, 1.35651E-02
1.08593E-02, 1.35653E-02
1.08542E-02, 1.35655E-02
1.08491E-02, 1.35657E-02
1.08439E-02, 1.35658E-02
1.08388E-02, 1.35660E-02
1.08337E-02, 1.35662E-02
1.08286E-02, 1.35664E-02
1.08235E-02, 1.35666E-02
1.08184E-02, 1.35668E-02
1.08134E-02, 1.35670E-02
1.08083E-02, 1.35672E-02
1.08032E-02, 1.35674E-02
1.07981E-02, 1.35676E-02
1.07931E-02, 1.35678E-02
1.07880E-02, 1.35680E-02
1.07829E-02, 1.35682E-02
1.07779E-02, 1.35684E-02
1.07728E-02, 1.35686E-02
1.07678E-02, 1.35689E-02
1.07628E-02, 1.35691E-02
1.07577E-02, 1.35693E-02
1.07527E-02, 1.35695E-02
1.07477E-02, 1.35697E-02
1.07426E-02, 1.35699E-02
1.07376E-02, 1.35702E-02
1.07326E-02, 1.35704E-02
1.07276E-02, 1.35706E-02
1.07226E-02, 1.35708E-02
1.07176E-02, 1.35710E-02
1.07126E-02, 1.35713E-02
1.07076E-02, 1.35715E-02
1.07027E-02, 1.35717E-02
1.06977E-02, 1.35720E-02
1.06927E-02, 1.35722E-02
1.06877E-02, 1.35724E-02
1.06828E-02, 1.35727E-02
1.06778E-02, 1.35729E-02
1.06729E-02, 1.35731E-02
1.06679E-02, 1.35734E-02
1.06630E-02, 1.35736E-02
1.06580E-02, 1.35739E-02
1.06531E-02, 1.35741E-02
1.06481E-02, 1.35743E-02
1.06432E-02, 1.35746E-02
1.06383E-02, 1.35748E-02
1.06334E-02, 1.35751E-02
1.06285E-02, 1.35753E-02
1.06236E-02, 1.35756E-02
1.06187E-02, 1.35758E-02
1.06138E-02, 1.35761E-02
1.06089E-02, 1.35763E-02
1.06040E-02, 1.35766E-02
1.05991E-02, 1.35769E-02
1.05942E-02, 1.35771E-02
1.05893E-02, 1.35774E-02
1.05844E-02, 1.35776E-02
1.05796E-02, 1.35779E-02
1.05747E-02, 1.35781E-02
1.05699E-02, 1.35784E-02
1.05650E-02, 1.35787E-02
1.05601E-02, 1.35789E-02
1.05553E-02, 1.35792E-02
1.05505E-02, 1.35795E-02
1.05456E-02, 1.35797E-02
1.05408E-02, 1.35800E-02
1.05360E-02, 1.35803E-02
1.05311E-02, 1.35805E-02
1.05263E-02, 1.35808E-02
1.05215E-02, 1.35811E-02
1.05167E-02, 1.35813E-02
1.05119E-02, 1.35816E-02
1.05071E-02, 1.35819E-02
1.05023E-02, 1.35821E-02
1.04975E-02, 1.35824E-02
1.04927E-02, 1.35827E-02
1.04879E-02, 1.35830E-02
1.04831E-02, 1.35832E-02
1.04784E-02, 1.35835E-02
1.04736E-02, 1.35838E-02
1.04688E-02, 1.35841E-02
1.04641E-02, 1.35843E-02
1.04593E-02, 1.35846E-02
1.04545E-02, 1.35849E-02
1.04498E-02, 1.35852E-02
1.04450E-02, 1.35854E-02
1.04403E-02, 1.35857E-02
1.04356E-02, 1.35860E-02
1.04308E-02, 1.35863E-02
1.04261E-02, 1.35865E-02
1.04214E-02, 1.35868E-02
1.04167E-02, 1.35871E-02
1.04120E-02, 1.35874E-02
1.04072E-02, 1.35876E-02
1.04025E-02, 1.35879E-02
1.03978E-02, 1.35882E-02
1.03931E-02, 1.35885E-02
1.03884E-02, 1.35887E-02
1.03837E-02, 1.35890E-02
1.03791E-02, 1.35893E-02
1.03744E-02, 1.35896E-02
1.03697E-02, 1.35898E-02
1.03650E-02, 1.35901E-02
1.03604E-02, 1.35904E-02
1.03557E-02, 1.35907E-02
1.03510E-02, 1.35909E-02
1.03464E-02, 1.35912E-02
1.03417E-02, 1.35915E-02
1.03371E-02, 1.35917E-02
1.03324E-02, 1.35920E-02
1.03278E-02, 1.35923E-02
1.03232E-02, 1.35925E-02
1.03185E-02, 1.35928E-02
1.03139E-02, 1.35931E-02
1.03093E-02, 1.35933E-02
1.03047E-02, 1.35936E-02
1.03000E-02, 1.35938E-02
1.02954E-02, 1.35941E-02
1.02908E-02, 1.35944E-02
1.02862E-02, 1.35946E-02
1.02816E-02, 1.35949E-02
1.02770E-02, 1.35951E-02
1.02724E-02, 1.35954E-02
1.02679E-02, 1.35956E-02
1.02633E-02, 1.35959E-02
1.02587E-02, 1.35961E-02
1.02541E-02, 1.35963E-02
1.02496E-02, 1.35966E-02
1.02450E-02, 1.35968E-02
1.02404E-02, 1.35971E-02
1.02359E-02, 1.35973E-02
1.02313E-02, 1.35975E-02
1.02268E-02, 1.35978E-02
1.02222E-02, 1.35980E-02
1.02177E-02, 1.35982E-02
1.02131E-02, 1.35984E-02
1.02086E-02, 1.35987E-02
1.02041E-02, 1.35989E-02
1.01996E-02, 1.35991E-02
1.01950E-02, 1.35993E-02
1.01905E-02, 1.35995E-02
1.01860E-02, 1.35997E-02
1.01815E-02, 1.35999E-02
1.01770E-02, 1.36001E-02
1.01725E-02, 1.36003E-02
1.01680E-02, 1.36005E-02
1.01635E-02, 1.36007E-02
1.01590E-02, 1.36009E-02
1.01545E-02, 1.36010E-02
1.01500E-02, 1.36012E-02
1.01456E-02, 1.36014E-02
1.01411E-02, 1.36016E-02
1.01366E-02, 1.36017E-02
1.01322E-02, 1.36019E-02
1.01277E-02, 1.36020E-02
1.01232E-02, 1.36022E-02
1.01188E-02, 1.36023E-02
1.01143E-02, 1.36025E-02
1.01099E-02, 1.36026E-02
1.01054E-02, 1.36027E-02
1.01010E-02, 1.36029E-02
1.00966E-02, 1.36030E-02
1.00921E-02, 1.36031E-02
1.00877E-02, 1.36032E-02
1.00833E-02, 1.36033E-02
1.00789E-02, 1.36034E-02
1.00745E-02, 1.36035E-02
1.00701E-02, 1.36036E-02
1.00656E-02, 1.36037E-02
1.00612E-02, 1.36038E-02
1.00568E-02, 1.36039E-02
1.00524E-02, 1.36039E-02
1.00481E-02, 1.36040E-02
1.00437E-02, 1.36041E-02
1.00393E-02, 1.36041E-02
1.00349E-02, 1.36042E-02
1.00305E-02, 1.36042E-02
1.00262E-02, 1.36042E-02
1.00218E-02, 1.36043E-02
1.00174E-02, 1.36043E-02
1.00131E-02, 1.36043E-02
1.00087E-02, 1.36043E-02
1.00043E-02, 1.36043E-02
1.00000E-02, 1.36043E-02
9.99565E-03, 1.36043E-02
9.99131E-03, 1.36043E-02
9.98697E-03, 1.36043E-02
9.98264E-03, 1.36042E-02
9.97831E-03, 1.36042E-02
9.97398E-03, 1.36042E-02
